AT4G36750,0.248,0.281143,0.234143,0.236714,0.311,0.245,0.202429,0.241714,PM
AT4G39400,0.222,0.262,0.242,0.274333,0.3135,0.21475,0.23325,0.23825,PM
AT5G04885,0.218125,0.27375,0.220375,0.287625,0.277857,0.224714,0.198,0.299571,PM
AT5G04930,0.235,0.282,0.227,0.256,0.247,0.26,0.245,0.248,PM
AT5G05170,0.085,0.287167,0.325667,0.302333,0.09775,0.2715,0.34825,0.283,PM
AT5G06320,0.161,0.31,0.236,0.293,0.2686,0.2144,0.2614,0.2556,PM
AT5G07910,0.159333,0.302,0.237,0.301333,0.318667,0.231,0.226,0.224333,PM
AT5G17760,0.2175,0.277,0.22,0.2855,0.279,0.228,0.23,0.264,PM
AT5G42080,0.1916,0.3045,0.2417,0.2622,0.300133,0.230067,0.2296,0.240333,PM
AT5G45470,0.181,0.319,0.239667,0.260167,0.358,0.2186,0.1884,0.235,PM
AT5G45480,0.178,0.314,0.237667,0.270667,0.26225,0.23875,0.23,0.2685,PM
AT5G49760,0.17175,0.258,0.25425,0.3165,0.269667,0.224333,0.233,0.2725,PM
AT5G50000,0.168,0.299667,0.250667,0.282,0.258,0.259,0.2145,0.269,PM
AT5G55480,0.179533,0.293,0.240333,0.2868,0.277,0.233,0.210462,0.279615,PM
AT5G55730,0.179,0.276,0.244,0.301,0.292,0.18,0.229,0.299,PM
AT5G57110,0.174333,0.301,0.223167,0.301333,0.297833,0.212,0.211333,0.278833,PM
AT5G57800,0.18025,0.3065,0.258,0.2555,0.23875,0.227,0.26025,0.274,PM
AT5G58090,0.1995,0.313,0.2115,0.2755,0.304,0.230333,0.221,0.245333,PM
AT5G62670,0.197333,0.293,0.226333,0.283333,0.243,0.263,0.232,0.262,PM
AT5G62740,0.361125,0.23625,0.194,0.2085,0.432,0.196,0.177,0.195,PM
AT1G06940,0.0905714,0.166829,0.283086,0.459429,0.0964828,0.133517,0.332345,0.437931,PT
AT1G77590,0.1,0.178,0.3115,0.4105,0.126,0.1595,0.335,0.379375,PT
AT2G16640,0.073,0.158333,0.288,0.480333,0.082,0.11,0.3628,0.445,PT
AT2G43950,0.0695,0.1675,0.28125,0.481667,0.0757692,0.130692,0.358923,0.434462,PT
AT3G08640,0.09925,0.1645,0.256,0.48,0.113167,0.1335,0.328167,0.425167,PT
AT3G46740,0.09764,0.15384,0.27368,0.47492,0.07544,0.12096,0.34384,0.45964,PT
AT3G47520,0.081375,0.158125,0.292375,0.468,0.084,0.144,0.331111,0.440667,PT
AT3G49560,0.08825,0.139375,0.287,0.4855,0.0788,0.1084,0.3238,0.489,PT
AT4G02510,0.0481818,0.109818,0.286818,0.555364,0.0681,0.1156,0.3439,0.4724,PT
AT4G30580,0.103,0.193,0.301,0.402,0.108,0.169,0.287,0.436,PT
AT5G05000,0.121333,0.179333,0.246833,0.452667,0.091,0.1078,0.3282,0.4726,PT
AT5G19620,0.09275,0.157125,0.297,0.45325,0.0584,0.118,0.3514,0.472,PT
AT5G22790,0.0705,0.1245,0.2905,0.5145,0.053,0.132,0.352,0.4625,PT
AT5G42480,0.0593333,0.118333,0.254667,0.567667,0.13625,0.09625,0.3015,0.4655,PT
AT5G53170,0.0701667,0.1545,0.304167,0.471167,0.0973333,0.133,0.369333,0.400333,PT
rps7-01,0.0716471,0.129353,0.248118,0.550647,0.0739167,0.0954167,0.321583,0.508917,PT
AT1G04120,0.56,0.16425,0.12825,0.14725,0.5975,0.135,0.1225,0.1445,VA
AT1G12840,0.5595,0.1755,0.112,0.1535,0.50675,0.1545,0.146,0.19325,VA
AT1G15690,0.507318,0.187091,0.130636,0.174864,0.564,0.135,0.135375,0.165562,VA
AT1G30400,0.527625,0.184875,0.132125,0.155625,0.491833,0.143,0.177167,0.188,VA
AT1G53210,0.504167,0.194,0.129167,0.172667,0.549,0.133,0.145,0.172,VA
AT1G63010,0.499,0.193,0.136,0.172,0.5205,0.15025,0.14625,0.18275,VA
AT1G69840,0.24375,0.282,0.2025,0.27225,0.352167,0.189,0.213,0.245833,VA
AT1G78900,0.560389,0.172167,0.123444,0.143889,0.581875,0.128625,0.130083,0.159542,VA
AT2G02040,0.588,0.1695,0.112,0.131,0.545333,0.141333,0.135667,0.177333,VA
AT2G21410,0.591,0.165,0.108,0.136,0.571333,0.120333,0.134667,0.174,VA
AT2G34660,0.512714,0.189857,0.133143,0.164143,0.501,0.1664,0.1666,0.1662,VA
AT3G13080,0.46075,0.204,0.15975,0.17525,0.511,0.158167,0.159333,0.171333,VA
AT3G21250,0.471,0.1875,0.158,0.184,0.523,0.1255,0.1585,0.1925,VA
AT3G28710,0.4835,0.196667,0.1565,0.163167,0.548286,0.156714,0.139,0.156,VA
AT3G58730,0.44,0.2076,0.1576,0.1948,0.371,0.196,0.201,0.232,VA
AT3G62700,0.238,0.222,0.29,0.25,0.5595,0.13875,0.141,0.161,VA
AT4G11150,0.497,0.19,0.151667,0.161333,0.561143,0.131143,0.125143,0.182714,VA
AT4G39080,0.4318,0.2,0.171,0.19725,0.5685,0.14325,0.138833,0.149667,VA
AT5G09400,0.5515,0.181,0.1205,0.1475,0.539,0.1655,0.141,0.155,VA
AT5G39040,0.4135,0.2145,0.1675,0.2045,0.5068,0.1576,0.1632,0.1726,VA
