Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT2G37970,11,51.16,1,3,0.2496666667,0.2556666667,0.244,0.2513333333,3,0.3192,0.2516,0.2094,0.2202,182.16,4,3,0.216,0.245,0.253,0.28625,5,0.2355714286,0.2415714286,0.27,0.2528571429,153.26,3,6,0.2402857143,0.2418571429,0.2567142857,0.2612857143,7,0.1654666667,0.2589333333,0.3119333333,0.2638,118.07,3,11,0.2498666667,0.2320666667,0.263,0.2548666667,4,0.2534,0.2056,0.275,0.2668
AT5G58090,11,127.92,3,4,0.20725,0.29325,0.2295,0.26975,4,0.298,0.23725,0.2235,0.24175,180.77,4,5,0.1552,0.2526,0.2612,0.331,7,0.1652857143,0.2108571429,0.2717142857,0.3524285714,82.14,2,1,0.21,0.222,0.249,0.319,4,0.1506,0.2664,0.3042,0.2786,83.32,2,4,0.2325,0.241,0.271,0.25525,2,0.1925,0.2145,0.297,0.2955
AT1G27980,11,180.93,3,4,0.3173333333,0.3023333333,0.213,0.1671666667,5,0.376,0.3221666667,0.166,0.1356666667,235.79,4,3,0.31125,0.28825,0.241,0.15975,7,0.3215,0.307625,0.211,0.159625,91.33,2,2,0.2795,0.2185,0.239,0.2625,3,0.241,0.2535,0.32425,0.181,101.33,2,6,0.2966,0.2032,0.2235,0.2767,1,0.426,0.157,0.21,0.207
AT5G08580,11,92.86,2,5,0.3446,0.2866,0.1882,0.181,4,0.39825,0.25125,0.1945,0.1555,188.21,4,2,0.3075,0.3225,0.2215,0.1485,1,0.312,0.386,0.21,0.092,111.96,3,3,0.2606666667,0.2763333333,0.253,0.21,4,0.1875,0.288,0.305,0.2195,106.74,2,5,0.3875714286,0.2208571429,0.1968571429,0.195,7,0.34225,0.20175,0.2375,0.21825
AT3G03520,11,148.38,3,4,0.466,0.1936,0.1528,0.1878,5,0.4942,0.1692,0.1464,0.1896,240.21,6,3,0.4575,0.19475,0.18625,0.1615,8,0.4103333333,0.1641111111,0.1975555556,0.228,85.87,1,1,0.489,0.14,0.145,0.226,3,0.2446,0.2644,0.2676,0.223,79.57,1,3,0.307,0.222,0.233,0.2386666667,3,0.3396666667,0.2096666667,0.2543333333,0.1963333333
AT4G29520,11,164.42,4,3,0.2716666667,0.323,0.2196666667,0.1863333333,3,0.3083333333,0.281,0.2036666667,0.2066666667,191.41,4,3,0.1766666667,0.303,0.2486666667,0.2716666667,10,0.2362105263,0.2998947368,0.2365263158,0.2270526316,75.57,2,3,0.1986666667,0.257,0.257,0.2873333333,3,0.2172,0.2484,0.3356,0.1996,50.6,1,2,0.4085,0.197,0.188,0.206,1,0.32,0.225,0.202,0.253
AT1G29020,11,92.55,2,2,0.413,0.181,0.1705,0.2365,3,0.47,0.1573333333,0.1726666667,0.1996666667,270.83,5,6,0.42225,0.194125,0.170875,0.2125,20,0.4094347826,0.1756521739,0.1891304348,0.2255217391,75.52,2,8,0.5263,0.1258,0.1593,0.1887,0,NA,NA,NA,NA,85.31,2,7,0.29475,0.21825,0.2405,0.246625,4,0.492,0.135,0.1834,0.1894
AT5G25265,11,284.77,4,4,0.0475,0.14725,0.405,0.40025,12,0.06925,0.1844166667,0.40175,0.3446666667,126.02,2,0,NA,NA,NA,NA,3,0.0593333333,0.2416666667,0.389,0.3096666667,146.48,3,1,0.094,0.257,0.405,0.244,7,0.065,0.3830769231,0.2104615385,0.3413076923,135.32,2,8,0.211875,0.2675,0.300875,0.2195,6,0.1281666667,0.2916666667,0.3155,0.2648333333
AT1G27930,11,112.46,3,2,0.09,0.302,0.328,0.2795,4,0.0994,0.2948,0.3338,0.272,87.89,2,2,0.051,0.375,0.3285,0.245,7,0.11525,0.318,0.311875,0.254875,80.78,2,0,NA,NA,NA,NA,3,0.11175,0.3365,0.23325,0.31775,185.03,4,11,0.1992142857,0.2855714286,0.2872857143,0.228,3,0.136,0.3196666667,0.293,0.251
AT4G00750,11,157.53,4,4,0.0825,0.30175,0.32925,0.287,5,0.1293333333,0.2618333333,0.3536666667,0.2555,185.79,4,6,0.0606666667,0.3315,0.3111666667,0.2966666667,5,0.1123333333,0.379,0.2988333333,0.2098333333,80.63,2,0,NA,NA,NA,NA,2,0.0716666667,0.3506666667,0.2503333333,0.3273333333,64.6,1,5,0.1907142857,0.2638571429,0.284,0.2614285714,3,0.2033333333,0.237,0.288,0.2716666667
AT5G16660,11,119.11,2,3,0.04125,0.12375,0.282,0.5525,3,0.062,0.128,0.327,0.4826666667,128.38,2,2,0.0195,0.044,0.21,0.7265,0,NA,NA,NA,NA,183.19,3,3,0.0516666667,0.1556666667,0.2973333333,0.4946666667,2,0.0805,0.3015,0.2055,0.413,244.23,4,9,0.1684615385,0.1966153846,0.3103846154,0.3248461538,7,0.1566666667,0.1837777778,0.3136666667,0.3461111111
AT4G32130,11,136.61,3,6,0.2465,0.3111666667,0.2296666667,0.2128333333,4,0.34775,0.2685,0.207,0.17725,193.52,4,2,0.2465,0.3515,0.2305,0.172,5,0.2958,0.3244,0.2252,0.1548,85.66,2,2,0.354,0.225,0.2215,0.1995,0,NA,NA,NA,NA,99.33,2,8,0.346125,0.229375,0.214625,0.21,2,0.29,0.2025,0.225,0.2825
AT5G61840,11,75.14,2,5,0.079,0.1736,0.4118,0.3352,2,0.0975,0.187,0.3625,0.353,124.8,3,4,0.07375,0.17725,0.42625,0.32275,7,0.0651428571,0.2217142857,0.4374285714,0.2758571429,109.24,2,0,NA,NA,NA,NA,3,0.0488,0.4114,0.2268,0.3126,199.03,4,6,0.2445,0.2896666667,0.2546666667,0.2111666667,1,0.139,0.283,0.3,0.278
AT1G33590,11,122.69,3,0,NA,NA,NA,NA,3,0.2393333333,0.1943333333,0.2456666667,0.3206666667,108.25,2,2,0.0925,0.257,0.3405,0.31,3,0.141,0.242,0.3266666667,0.2903333333,89.1,2,1,0.087,0.176,0.26,0.477,3,0.135,0.2656,0.2812,0.3182,165.58,4,7,0.2288571429,0.2258571429,0.268,0.2772857143,5,0.226,0.2038,0.2798,0.2904
AT3G04080,11,84.65,2,0,NA,NA,NA,NA,1,0.15,0.232,0.345,0.272,148.35,3,1,0.082,0.277,0.393,0.247,2,0.1215,0.27,0.3345,0.2735,84.51,2,3,0.1383333333,0.2336666667,0.318,0.3096666667,2,0.123,0.3135,0.302,0.2615,196.35,4,3,0.183,0.3126666667,0.296,0.2086666667,4,0.198,0.268,0.26425,0.27025
AT4G30270,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,158.82,3,3,0.1685,0.24875,0.2985,0.28475,5,0.2195,0.2653333333,0.2693333333,0.246,242.34,5,9,0.3422727273,0.249,0.2360909091,0.1726363636,9,0.186875,0.271375,0.298,0.24375,143.23,3,8,0.2580833333,0.20975,0.2501666667,0.28225,5,0.336,0.1773333333,0.2265,0.2603333333
AT5G04830,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,177.46,4,2,0.126,0.24,0.307,0.327,9,0.1485,0.2429,0.2644,0.344,136.03,3,1,0.186,0.204,0.245,0.365,6,0.1554444444,0.2687777778,0.2657777778,0.3101111111,196.67,4,12,0.218375,0.227375,0.2721875,0.282125,8,0.203875,0.19525,0.305,0.295875
AT4G37330,11,191.06,4,4,0.2446,0.34,0.208,0.2072,4,0.4008,0.21,0.2016,0.187,270.56,5,9,0.2707777778,0.3211111111,0.2346666667,0.1735555556,13,0.2859230769,0.2983846154,0.2316153846,0.1842307692,71.11,2,1,0.189,0.261,0.277,0.272,2,0.102,0.296,0.258,0.344,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G64100,11,105.47,3,6,0.1295,0.2415,0.2841666667,0.345,3,0.2043333333,0.21,0.2476666667,0.3376666667,79.32,2,2,0.0885,0.253,0.2795,0.379,3,0.1283333333,0.2023333333,0.305,0.3643333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,263.66,6,14,0.2235714286,0.2135714286,0.2679285714,0.2951428571,4,0.24325,0.18625,0.2815,0.289
AT5G46800,11,155.49,3,3,0.0346666667,0.169,0.2956666667,0.501,3,0.0543333333,0.17,0.305,0.4706666667,290.39,5,5,0.035,0.1382857143,0.3467142857,0.4795714286,14,0.0575652174,0.1646521739,0.315,0.4626521739,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,134.85,3,4,0.1481428571,0.1978571429,0.2508571429,0.4034285714,3,0.1576,0.1674,0.3036,0.3718
AT1G51760,11,105.4,2,4,0.39725,0.2465,0.16825,0.18825,3,0.4446666667,0.226,0.1866666667,0.1423333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,257.59,5,7,0.2842857143,0.2388571429,0.2501428571,0.2265714286,5,0.2209,0.2282,0.3364,0.2147,219.31,4,7,0.4205,0.1975,0.1969,0.1853,4,0.4415,0.1595,0.176,0.223
AT1G21900,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,138.69,3,2,0.277,0.336,0.2365,0.1505,6,0.29,0.284,0.239,0.1873333333,194.42,5,6,0.2413333333,0.2735,0.2518333333,0.2331666667,4,0.2228333333,0.2766666667,0.2911666667,0.21,113.06,3,6,0.3153333333,0.2276666667,0.2318333333,0.2251666667,3,0.3283333333,0.2026666667,0.227,0.2416666667
AT3G63260,11,91.45,2,1,0.196,0.297,0.242,0.266,4,0.285,0.224,0.20675,0.284,215.72,4,2,0.16,0.272,0.262,0.306,2,0.136,0.254,0.287,0.323,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,261.17,5,11,0.2354545455,0.2458181818,0.2640909091,0.2546363636,3,0.1866666667,0.227,0.3036666667,0.2826666667
AT1G08450,11,74.3,2,1,0.277,0.27,0.254,0.199,2,0.4285,0.2,0.2135,0.1585,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,312.82,7,7,0.276625,0.27825,0.250125,0.19525,2,0.184,0.2725,0.3055,0.238,89,2,4,0.32825,0.2105,0.22575,0.235,5,0.356,0.2054,0.2322,0.2062
AT3G59920,11,164.64,3,3,0.3365,0.215,0.2145,0.234,4,0.3806,0.1862,0.186,0.2474,184.73,4,1,0.31,0.167,0.212,0.311,1,0.269,0.181,0.254,0.296,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,190.58,4,3,0.223,0.2046666667,0.2826666667,0.2896666667,2,0.3855,0.202,0.199,0.2135
AT2G36290,11,94.57,2,2,0.2785,0.335,0.199,0.187,3,0.401,0.2436666667,0.2046666667,0.1506666667,111.99,2,0,NA,NA,NA,NA,3,0.335,0.308,0.2056666667,0.1513333333,250.68,5,4,0.23725,0.265,0.24325,0.2545,4,0.1546,0.2624,0.347,0.236,92.83,2,6,0.367,0.2301666667,0.211,0.1918333333,0,NA,NA,NA,NA
AT2G30970,11,102.14,2,0,NA,NA,NA,NA,3,0.15375,0.20975,0.33825,0.2985,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,249.38,4,9,0.11975,0.17075,0.2389166667,0.4706666667,4,0.074125,0.312875,0.15875,0.454375,211.14,5,3,0.1413333333,0.1683333333,0.2546666667,0.436,5,0.1546666667,0.1475,0.261,0.4371666667
AT3G53560,11,73.61,2,0,NA,NA,NA,NA,3,0.1235,0.1425,0.28275,0.451,280.09,6,4,0.0706666667,0.1186666667,0.2693333333,0.5415,4,0.127,0.123,0.26175,0.4885,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,141.33,3,7,0.1751428571,0.2032857143,0.291,0.3307142857,3,0.099,0.2233333333,0.3506666667,0.3273333333
AT5G45420,11,278.4,6,11,0.2553333333,0.304,0.2284444444,0.2120555556,5,0.3522,0.2222,0.2268,0.1988,233.92,4,1,0.214,0.321,0.27,0.195,1,0.303,0.342,0.165,0.189,66.9,1,0,NA,NA,NA,NA,1,0.177,0.163,0.449,0.211,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G01270,11,273.35,5,5,0.1256,0.2796,0.3154,0.2792,2,0.089,0.24,0.3845,0.2865,138.32,3,2,0.041,0.37,0.3835,0.206,7,0.1222857143,0.3102857143,0.3107142857,0.2567142857,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,119.25,3,10,0.1932,0.2756,0.282,0.2494,0,NA,NA,NA,NA
AT5G42130,11,122.2,3,0,NA,NA,NA,NA,2,0.1635,0.2145,0.2825,0.3395,270.92,6,3,0.0453333333,0.0826666667,0.2596666667,0.612,2,0.0445,0.0775,0.324,0.554,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,89.46,2,3,0.17,0.2073333333,0.304,0.3186666667,6,0.162125,0.227375,0.33375,0.276625
AT5G39850,11,162.71,4,1,0.276,0.227,0.217,0.28,0,NA,NA,NA,NA,129.48,3,2,0.138,0.105,0.1815,0.5755,3,0.124,0.123,0.1966666667,0.5566666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,169.75,4,4,0.197,0.21875,0.26575,0.31875,1,0.271,0.197,0.285,0.247
ATCG00480,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,146.31,3,6,0.1721666667,0.2028333333,0.2416666667,0.3835,8,0.1314285714,0.271,0.2540714286,0.3433571429,385.9,8,14,0.18875,0.204375,0.2668125,0.3399375,18,0.2213157895,0.1587368421,0.2803684211,0.3395263158
AT2G38380,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,312.08,7,14,0.3172142857,0.2223571429,0.2390714286,0.2212857143,8,0.1597692308,0.2798461538,0.294,0.2663846154,151.26,4,6,0.233,0.2318333333,0.2551666667,0.2798333333,5,0.2612,0.2218,0.2572,0.2598
AT1G30450,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,238.67,5,4,0.0746,0.2082,0.4376,0.2796,8,0.0841111111,0.2627777778,0.3871111111,0.2657777778,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,290,6,15,0.1986,0.2601333333,0.2716,0.2696666667,3,0.1963333333,0.2356666667,0.291,0.2763333333
AT2G26140,11,309.87,7,11,0.1403636364,0.2171818182,0.2956363636,0.3465454545,7,0.0951428571,0.2404285714,0.2957142857,0.3684285714,241.63,4,4,0.06575,0.157,0.30575,0.472,6,0.0705,0.1708333333,0.292,0.467,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G47910,11,254.52,5,3,0.186,0.2733333333,0.2963333333,0.244,10,0.2841818182,0.2295454545,0.2331818182,0.2531818182,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,272.81,6,12,0.21025,0.2249166667,0.27925,0.2853333333,1,0.157,0.224,0.311,0.308
AT5G37310,11,207.63,5,4,0.0752,0.1716,0.3658,0.387,6,0.0827777778,0.2044444444,0.4057777778,0.3073333333,251.08,6,4,0.0592,0.1492,0.4766,0.3156,9,0.0707,0.2181,0.4103,0.3011,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G27325,11,284.8,7,6,0.2868333333,0.2913333333,0.2246666667,0.1973333333,6,0.3915714286,0.215,0.21,0.1834285714,210.19,4,2,0.163,0.2985,0.29,0.249,6,0.2218333333,0.301,0.2705,0.2065,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G37280,11,187.25,4,4,0.1805,0.282,0.2625,0.275,1,0.256,0.254,0.242,0.248,138.73,3,2,0.1705,0.266,0.2875,0.277,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,150.23,4,2,0.212,0.2295,0.27,0.2885,0,NA,NA,NA,NA
AT5G23250,11,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,283.54,6,2,0.103,0.1695,0.2875,0.44,0,NA,NA,NA,NA,186.76,5,0,NA,NA,NA,NA,1,0.154,0.212,0.253,0.382
AT2G21160,10,170.03,3,53,0.2654150943,0.3070943396,0.2205849057,0.2069622642,37,0.364,0.2411621622,0.2081891892,0.1867837838,173.6,3,7,0.2227142857,0.3445714286,0.265,0.1672857143,7,0.2445714286,0.3275714286,0.2541428571,0.1738571429,102.67,2,11,0.2260909091,0.2648181818,0.2733636364,0.2354545455,7,0.1911,0.2277,0.3189,0.2623,84.24,2,16,0.343375,0.2178125,0.210875,0.22775,12,0.3500833333,0.1935,0.2218333333,0.2345
AT5G54800,10,105.27,2,7,0.0821428571,0.1718571429,0.269,0.4767142857,5,0.0772,0.1378,0.3264,0.4586,97.72,2,1,0.009,0.072,0.269,0.65,2,0.0245,0.078,0.3355,0.562,166.51,3,8,0.1165,0.215375,0.335375,0.33275,4,0.104,0.4135714286,0.18,0.3022857143,206.71,3,11,0.1829090909,0.2754545455,0.2830909091,0.2585454545,8,0.119375,0.229625,0.365125,0.286
AT1G54010,10,159.25,3,4,0.3495,0.20025,0.21925,0.2315,8,0.369625,0.187375,0.206875,0.235875,52.91,1,2,0.3405,0.1315,0.2265,0.301,1,0.282,0.152,0.248,0.317,80.79,2,4,0.33275,0.18525,0.21925,0.26275,4,0.157875,0.29625,0.273875,0.272125,228.61,4,10,0.2461,0.2151,0.2586,0.28,7,0.4045555556,0.1563333333,0.2265555556,0.2123333333
AT5G01870,10,118.34,2,1,0.186,0.285,0.282,0.247,5,0.2136,0.2588,0.2542,0.2736,96.27,2,2,0.0595,0.226,0.331,0.3835,5,0.0844444444,0.2096666667,0.3258888889,0.38,181.63,3,4,0.1215,0.22325,0.32875,0.32625,2,0.1313333333,0.3043333333,0.26,0.304,185.52,3,11,0.2058461538,0.2256923077,0.2935384615,0.2750769231,9,0.2841818182,0.2121818182,0.2694545455,0.2342727273
AT3G20370,10,59.53,1,2,0.26,0.249,0.248,0.243,1,0.311,0.168,0.23,0.292,111.67,3,3,0.2803333333,0.1873333333,0.262,0.2706666667,6,0.2514285714,0.1998571429,0.2541428571,0.2947142857,112.44,3,6,0.2825,0.1881666667,0.2316666667,0.2975,6,0.1652222222,0.2872222222,0.2734444444,0.2742222222,140.1,3,7,0.234,0.2175714286,0.2608571429,0.2875714286,5,0.3672,0.1582,0.2376,0.237
AT4G39260,10,83.1,2,4,0.21325,0.2785,0.25825,0.25,3,0.2676666667,0.2446666667,0.233,0.2546666667,82.46,2,1,0.294,0.219,0.259,0.228,3,0.13675,0.198,0.322,0.343,140.81,3,5,0.3476,0.1756,0.2248,0.252,4,0.1428,0.294,0.2548,0.3084,168.84,3,9,0.2661111111,0.2376666667,0.2598888889,0.2364444444,5,0.3554,0.1868,0.2356,0.2226
AT1G74380,10,121.74,3,2,0.113,0.2075,0.3365,0.3425,6,0.1598333333,0.17,0.352,0.318,152.41,3,2,0.073,0.1935,0.441,0.292,7,0.0858571429,0.2158571429,0.4025714286,0.2957142857,101.34,2,7,0.091,0.2527142857,0.3928571429,0.2634285714,4,0.0728333333,0.3831666667,0.1991666667,0.3448333333,90.59,2,3,0.215,0.2946666667,0.2796666667,0.2106666667,1,0.103,0.323,0.319,0.256
AT2G16060,10,166.84,3,6,0.2304444444,0.2618888889,0.2266666667,0.2806666667,2,0.324,0.18,0.2035,0.2925,88.13,2,4,0.2533333333,0.2061666667,0.2505,0.2895,2,0.245,0.187,0.276,0.2915,105.86,2,2,0.361,0.2003333333,0.2053333333,0.2336666667,3,0.2555,0.2435,0.27675,0.224,166.71,3,4,0.2862857143,0.2128571429,0.2472857143,0.2535714286,7,0.3865454545,0.1569090909,0.2269090909,0.2299090909
AT1G02780,10,114.24,2,4,0.26625,0.2625,0.225,0.24625,3,0.3333333333,0.281,0.191,0.1953333333,114.31,2,1,0.213,0.199,0.216,0.373,4,0.208,0.219,0.21125,0.3615,96.48,2,2,0.3665,0.1595,0.197,0.277,3,0.181,0.2593333333,0.301,0.259,174.21,4,7,0.2488571429,0.2051428571,0.2488571429,0.2972857143,4,0.332,0.17025,0.26025,0.2375
AT4G26300,10,92.62,2,1,0.354,0.22,0.195,0.231,2,0.452,0.147,0.1835,0.2175,51.82,1,2,0.419,0.181,0.171,0.2295,1,0.479,0.207,0.169,0.145,104.78,2,6,0.3156666667,0.1865,0.22,0.278,2,0.2075,0.2785,0.2655,0.249,249.46,5,4,0.23675,0.2225,0.25775,0.28275,7,0.3724285714,0.156,0.2208571429,0.2507142857
AT3G04920,10,61.09,1,4,0.228,0.2585,0.23575,0.27825,1,0.261,0.172,0.262,0.304,103.79,2,3,0.1963333333,0.1356666667,0.1843333333,0.4836666667,1,0.143,0.129,0.229,0.499,196.38,4,1,0.409,0.157,0.199,0.235,3,0.1653333333,0.2295,0.2566666667,0.3485,137.15,3,2,0.2585,0.194,0.2555,0.2915,3,0.325,0.1352,0.2404,0.2994
AT5G45130,10,107.71,2,1,0.295,0.26,0.226,0.219,1,0.335,0.221,0.221,0.222,225.05,4,2,0.215,0.238,0.2935,0.253,3,0.1936666667,0.2396666667,0.309,0.258,86.82,2,2,0.2285,0.271,0.269,0.2315,2,0.201,0.28,0.2965,0.223,102.57,2,1,0.291,0.22,0.235,0.254,3,0.3333333333,0.1676666667,0.227,0.2723333333
AT2G45820,10,150.76,3,2,0.172,0.2745,0.235,0.319,4,0.2618,0.2198,0.2152,0.3032,64.48,1,1,0.118,0.244,0.292,0.346,3,0.1873333333,0.2313333333,0.268,0.3136666667,77.94,2,6,0.181,0.2181666667,0.2418333333,0.3588333333,0,NA,NA,NA,NA,187.4,4,11,0.2237272727,0.2311818182,0.2673636364,0.278,4,0.17775,0.213,0.303,0.30625
AT2G26300,10,112.86,3,2,0.2296666667,0.2843333333,0.2596666667,0.2253333333,2,0.264,0.2525,0.218,0.2655,138.73,3,2,0.137,0.2123333333,0.284,0.3663333333,4,0.13925,0.24,0.27925,0.34225,92.79,2,5,0.2101666667,0.2541666667,0.247,0.289,2,0.194,0.2656666667,0.3153333333,0.2246666667,75.27,2,6,0.2276666667,0.2281666667,0.2615,0.2828333333,0,NA,NA,NA,NA
AT1G09870,10,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,190.79,4,3,0.272,0.3786666667,0.217,0.1323333333,5,0.336,0.3166,0.2068,0.1408,160.38,3,14,0.2204,0.2933333333,0.278,0.2084666667,8,0.1917,0.2442,0.3443,0.2197,129.39,3,10,0.3905,0.2058,0.2039,0.1996,2,0.292,0.214,0.245,0.249
AT4G37430,10,119.57,3,2,0.258,0.3163333333,0.2136666667,0.212,4,0.353,0.2391428571,0.23,0.1775714286,138.09,3,6,0.188125,0.3185,0.296125,0.197125,6,0.2281111111,0.2938888889,0.2671111111,0.211,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,145.65,4,17,0.3132857143,0.2359047619,0.240047619,0.2108095238,3,0.297,0.2173333333,0.2583333333,0.2276666667
AT1G64950,10,160.78,3,5,0.2252,0.264,0.2442,0.2662,4,0.33975,0.25175,0.2055,0.2035,197.68,4,3,0.2636666667,0.3133333333,0.2313333333,0.1916666667,7,0.2468571429,0.2754285714,0.2551428571,0.2222857143,135.08,3,4,0.21125,0.26325,0.262,0.26325,5,0.1688,0.2366,0.3228,0.2718,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G71780,10,151.62,3,3,0.2865,0.319,0.22125,0.173,3,0.42175,0.2495,0.18475,0.14425,157.46,3,4,0.25175,0.32725,0.23975,0.18125,7,0.3034285714,0.3054285714,0.2335714286,0.1577142857,213.77,4,5,0.2256,0.2898,0.2574,0.2274,6,0.24775,0.2310833333,0.3228333333,0.19825,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G26370,10,122.35,3,2,0.0726666667,0.2263333333,0.366,0.335,4,0.1432,0.2474,0.3266,0.283,175.03,4,7,0.07125,0.269125,0.39,0.2695,7,0.068375,0.28925,0.367,0.275625,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,117.62,3,6,0.1805,0.28025,0.305,0.234625,2,0.145,0.254,0.3125,0.2885
AT1G02120,10,115.21,3,8,0.26675,0.337375,0.211125,0.18475,4,0.41075,0.22225,0.18275,0.18425,250.23,5,3,0.296,0.34,0.226,0.138,5,0.2988333333,0.2776666667,0.204,0.2195,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,70.04,2,2,0.3275,0.2215,0.226,0.2255,2,0.342,0.1955,0.225,0.238
AT5G55730,10,144.18,3,3,0.2626666667,0.2513333333,0.2243333333,0.262,2,0.2235,0.3155,0.211,0.25,198.38,4,2,0.1473333333,0.2176666667,0.2813333333,0.3536666667,5,0.154,0.2041428571,0.272,0.3695714286,166.53,3,4,0.1966,0.2126,0.2682,0.3228,5,0.15775,0.275875,0.26375,0.302625,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G19430,10,108.34,2,1,0.03,0.323,0.336,0.312,3,0.1033333333,0.286,0.3413333333,0.2696666667,132.45,3,1,0.057,0.35,0.344,0.249,4,0.1125,0.30075,0.314,0.2725,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,230.85,5,8,0.169125,0.276,0.320875,0.234125,3,0.1226,0.2748,0.3166,0.2852
AT5G18280,10,99.61,2,1,0.17,0.312,0.275,0.243,1,0.094,0.228,0.362,0.317,178.8,3,1,0.057,0.296,0.361,0.286,7,0.1027142857,0.2758571429,0.3275714286,0.2935714286,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,231.9,5,5,0.2266,0.253,0.282,0.2382,5,0.1976,0.2584,0.2954,0.2482
AT3G06960,10,119.82,3,4,0.073,0.126,0.30425,0.4965,2,0.0815,0.1275,0.3715,0.4195,131.04,3,2,0.1195,0.119,0.237,0.524,2,0.1295,0.127,0.26,0.4835,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,157.69,4,4,0.1395,0.24825,0.31875,0.294,5,0.1104,0.2206,0.3616,0.3072
