Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT4G23850,23,151.81,4,4,0.32075,0.21825,0.20075,0.26,2,0.39,0.173,0.186,0.251,87.21,2,8,0.354,0.198,0.219375,0.2285,8,0.2802222222,0.1897777778,0.2287777778,0.3011111111,424.75,10,15,0.2556,0.2239333333,0.2460666667,0.2744666667,9,0.1980833333,0.2766666667,0.2825,0.2423333333,294.38,7,14,0.2418125,0.24975,0.2538125,0.25475,8,0.3552222222,0.1652222222,0.2326666667,0.2467777778
AT4G23650,23,146.19,2,4,0.234,0.2965,0.222,0.2475,2,0.3,0.234,0.201,0.2645,159.1,3,2,0.2455,0.2295,0.2465,0.278,3,0.1833333333,0.2783333333,0.2423333333,0.2963333333,410.37,9,18,0.236,0.2124444444,0.2495555556,0.302,9,0.1948571429,0.2659285714,0.2940714286,0.2452857143,486.72,9,17,0.24,0.2244117647,0.2648823529,0.2707058824,10,0.2894,0.1861,0.2589,0.2657
AT4G29900,23,283.64,6,4,0.16225,0.31625,0.24125,0.2795,7,0.2741428571,0.222,0.2214285714,0.2824285714,387.07,8,7,0.1324285714,0.2575714286,0.2832857143,0.3267142857,12,0.1736666667,0.23825,0.2801666667,0.3079166667,140.11,3,3,0.2033333333,0.21,0.2536666667,0.3333333333,8,0.1884166667,0.2795,0.293,0.2393333333,304.58,6,14,0.2336,0.2388666667,0.2658666667,0.2616666667,7,0.2718571429,0.1894285714,0.2655714286,0.2731428571
AT1G76040,23,331.22,5,10,0.1922857143,0.2834285714,0.2346428571,0.2895,7,0.261125,0.244625,0.220125,0.274125,418.57,8,10,0.1649166667,0.2798333333,0.2858333333,0.26975,15,0.1862222222,0.2774444444,0.2570555556,0.2793333333,217.37,5,2,0.186,0.2425,0.2645,0.3065,6,0.1896923077,0.2396923077,0.3056153846,0.2644615385,238.22,5,4,0.222,0.243,0.26425,0.271,4,0.209,0.2158,0.2992,0.2764
AT5G14950,23,207.82,5,3,0.1568,0.2234,0.3486,0.2714,10,0.164,0.1976666667,0.3485833333,0.2899166667,426.22,10,9,0.0828,0.1967,0.4337,0.2867,13,0.1,0.2263125,0.3985625,0.2753125,95.78,2,1,0.106,0.267,0.366,0.261,4,0.1065,0.325375,0.26225,0.305875,281.33,6,13,0.2633125,0.2816875,0.255875,0.199125,1,0.174,0.277,0.283,0.265
AT4G30210,23,389.1,7,11,0.2702142857,0.2901428571,0.2225,0.2171428571,8,0.3548888889,0.2402222222,0.203,0.2016666667,356.25,7,4,0.2395,0.3335,0.257125,0.16975,8,0.2855454545,0.2824545455,0.259,0.1734545455,274.36,6,5,0.19925,0.26275,0.262,0.27575,7,0.1636666667,0.2701666667,0.3291666667,0.2374166667,178.43,3,5,0.3307142857,0.2382857143,0.2028571429,0.2278571429,1,0.332,0.195,0.225,0.248
AT5G14430,23,223.69,5,4,0.119,0.2065,0.3613333333,0.3133333333,4,0.1244,0.2022,0.3646,0.3084,321.21,7,5,0.0658333333,0.1543333333,0.475,0.3045,10,0.0722727273,0.2139090909,0.4267272727,0.2870909091,139.84,3,4,0.1355,0.27025,0.3425,0.252,5,0.0893333333,0.3895,0.2351666667,0.2861666667,350.11,8,15,0.250125,0.263125,0.2645,0.222375,1,0.153,0.266,0.314,0.266
AT4G35230,23,293.31,5,5,0.18725,0.30275,0.2345,0.274875,6,0.321125,0.21575,0.212625,0.250875,418.83,9,4,0.1515,0.25725,0.27875,0.31225,8,0.166375,0.233375,0.272875,0.327375,154.09,3,5,0.2276,0.2104,0.224,0.3374,3,0.19975,0.27575,0.30925,0.215,277.33,6,9,0.224,0.2299090909,0.2698181818,0.2760909091,6,0.202625,0.21025,0.299375,0.28775
AT4G33350,23,339.59,6,3,0.1323333333,0.1746666667,0.2986666667,0.3946666667,7,0.123,0.14225,0.2945,0.440375,469.46,9,4,0.0636,0.0892,0.2178,0.6296,2,0.0385,0.069,0.32,0.5725,200.33,4,1,0.127,0.167,0.27,0.436,4,0.1098333333,0.295,0.1763333333,0.4183333333,219.02,4,15,0.1424,0.2267333333,0.3206666667,0.31,6,0.113125,0.23575,0.335,0.315875
AT3G17240,23,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,624.44,12,10,0.1136,0.1609,0.23,0.4956,3,0.098,0.3128,0.1644,0.4252,540,11,10,0.1565,0.1707,0.2427,0.4302,12,0.1669166667,0.1615,0.2763333333,0.39525
AT1G48030,23,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,598.09,11,8,0.132625,0.167625,0.223,0.47675,4,0.1181666667,0.2851666667,0.2276666667,0.3696666667,651.09,12,5,0.1564,0.168,0.2564,0.4192,12,0.156,0.1565833333,0.2693333333,0.418
AT5G53560,22,263.22,4,59,0.3281747573,0.3218543689,0.1954660194,0.1545048544,50,0.4473414634,0.2342317073,0.179304878,0.1392682927,255.58,4,8,0.2478,0.3563,0.2386,0.1571,15,0.2957894737,0.3282631579,0.214,0.162,468.32,7,50,0.25235,0.2849333333,0.2582,0.2047,25,0.2036153846,0.2480153846,0.3452923077,0.2030461538,488.48,7,39,0.3789722222,0.223375,0.1955694444,0.202125,32,0.4004772727,0.1782954545,0.2036136364,0.2173636364
AT2G22900,22,323.89,6,10,0.0743636364,0.2864545455,0.3721818182,0.2668181818,40,0.1231914894,0.2971914894,0.3455319149,0.2341276596,248.19,5,11,0.0581666667,0.3661666667,0.35375,0.222,10,0.0992727273,0.3406363636,0.3355454545,0.2245454545,364.95,7,21,0.1163214286,0.2590714286,0.325,0.2995714286,13,0.0968,0.31496,0.2778,0.31048,231.57,4,33,0.186225,0.278825,0.3007,0.2344,18,0.12264,0.27216,0.30628,0.29912
AT4G24330,22,360.22,6,37,0.2465263158,0.3208947368,0.2295,0.2031315789,28,0.3371428571,0.2513571429,0.2024642857,0.2090714286,315.11,6,10,0.2478,0.3417,0.2312,0.1793,16,0.26225,0.316,0.225125,0.19675,294.66,6,12,0.1855384615,0.2502307692,0.2860769231,0.2776923077,11,0.1543333333,0.2522,0.3424,0.2512,182.56,4,9,0.336,0.2039,0.2055,0.2543,6,0.29125,0.1675,0.208625,0.332375
AT4G31340,22,135.08,2,9,0.2661111111,0.3115555556,0.2192222222,0.2031111111,10,0.3293,0.257,0.2203,0.1934,181.25,3,5,0.2438,0.339,0.257,0.16,8,0.256,0.321,0.24975,0.173375,469.75,9,40,0.194047619,0.3058095238,0.285452381,0.2147380952,9,0.1745833333,0.2523333333,0.3600833333,0.2131666667,444.75,8,28,0.3689655172,0.2227586207,0.2058275862,0.2025172414,12,0.3201666667,0.21475,0.23,0.2353333333
AT5G13450,22,169.28,3,5,0.1714,0.2074,0.2616,0.3598,8,0.171375,0.199125,0.29475,0.334625,323.22,7,6,0.0781666667,0.1856666667,0.319,0.4175,7,0.0678571429,0.195,0.3368571429,0.4004285714,361.96,8,14,0.1234285714,0.1589285714,0.2314285714,0.4864285714,10,0.1166363636,0.3079090909,0.2234545455,0.3518181818,171.95,4,19,0.1647894737,0.1708947368,0.2552631579,0.4092105263,11,0.195,0.1613636364,0.2600909091,0.3835454545
AT1G54000,22,169.8,3,4,0.371,0.20275,0.22375,0.2025,12,0.3716428571,0.1683571429,0.2275,0.2325714286,338.61,6,5,0.4147142857,0.1712857143,0.2097142857,0.2041428571,7,0.352,0.160375,0.24025,0.2475,329.46,6,15,0.4019411765,0.1658823529,0.1978235294,0.2345294118,8,0.18125,0.2809166667,0.2811666667,0.2565833333,375.12,7,14,0.2532,0.2171333333,0.2565333333,0.2730666667,12,0.3873333333,0.1601666667,0.23275,0.2200833333
AT1G56070,22,47.48,1,5,0.2498,0.2294,0.2132,0.308,4,0.3085,0.2105,0.24475,0.236,162.07,4,5,0.3631666667,0.1648333333,0.19,0.2818333333,9,0.2881111111,0.1625555556,0.2385555556,0.3105555556,326.85,8,16,0.3721666667,0.1732222222,0.197,0.2575555556,6,0.2117777778,0.2282222222,0.2717777778,0.2881111111,366.3,9,17,0.2534444444,0.2252222222,0.2498333333,0.2715,12,0.3956666667,0.1545,0.2219166667,0.2280833333
AT2G38550,22,350.59,5,8,0.047125,0.17775,0.330875,0.444375,14,0.0843571429,0.1722857143,0.3330714286,0.4101428571,286.73,5,2,0.014,0.0935,0.2395,0.6525,3,0.0536666667,0.1083333333,0.3223333333,0.5153333333,403.93,6,15,0.0704666667,0.1706,0.3153333333,0.4437333333,7,0.12525,0.3655,0.1603333333,0.3489166667,376.25,6,15,0.1638666667,0.2279333333,0.2822,0.3262,5,0.1676,0.2046,0.2996,0.328
AT2G37860,22,310.88,6,5,0.056,0.1304,0.297,0.5162,5,0.0664,0.1232,0.3114,0.499,359.75,7,4,0.08925,0.11875,0.253,0.53925,4,0.04625,0.0975,0.30975,0.5465,163.67,3,3,0.0643333333,0.1223333333,0.2793333333,0.534,6,0.09175,0.34175,0.17075,0.395625,328.95,6,19,0.1718421053,0.2314210526,0.3084210526,0.2881578947,11,0.1681818182,0.2176363636,0.3221818182,0.292
AT4G27500,22,407.06,7,11,0.1970909091,0.2769090909,0.2569090909,0.2689090909,8,0.28075,0.246375,0.2235,0.249875,449.29,9,7,0.2518571429,0.3222857143,0.2732857143,0.1527142857,9,0.2465555556,0.3146666667,0.2617777778,0.1768888889,255.13,5,5,0.1254,0.3308,0.3174,0.2262,7,0.1592,0.2594,0.3496,0.2318,50.63,1,1,0.225,0.201,0.195,0.378,1,0.228,0.195,0.329,0.249
AT5G18900,22,218.68,5,5,0.1892,0.254,0.309,0.248,3,0.3135,0.23075,0.24075,0.21475,86.94,2,2,0.241,0.2625,0.294,0.2025,2,0.192,0.241,0.3225,0.244,404.67,9,8,0.224875,0.274625,0.283875,0.2165,11,0.17085,0.26725,0.3095,0.25255,314.95,6,10,0.3411,0.2114,0.2315,0.2162,3,0.2976666667,0.222,0.245,0.2353333333
AT1G14850,22,117.04,3,2,0.1855,0.3065,0.2475,0.2605,4,0.212,0.264,0.2468,0.277,126.36,3,4,0.134,0.2972,0.2908,0.2784,2,0.1795,0.253,0.3005,0.267,501.6,10,5,0.1522,0.2858,0.2878,0.2742,14,0.1554761905,0.2986666667,0.2794761905,0.2662380952,263.35,6,9,0.2951111111,0.2205555556,0.2254444444,0.2588888889,2,0.2416666667,0.1796666667,0.249,0.3296666667
AT3G22370,22,189.2,4,5,0.0734,0.1952,0.303,0.4286,4,0.1368333333,0.2556666667,0.2805,0.327,232.99,5,3,0.04075,0.19925,0.325,0.435,6,0.0447142857,0.2367142857,0.2931428571,0.425,184.75,4,4,0.126,0.18725,0.2515,0.43525,2,0.1035,0.294,0.232,0.37,423.24,9,11,0.1547272727,0.2040909091,0.2730909091,0.3683636364,4,0.28825,0.1665,0.25075,0.2945
AT2G26250,22,591.1,11,7,0.2107142857,0.3238571429,0.2307142857,0.235,11,0.3397272727,0.2274545455,0.2218181818,0.211,267.29,5,3,0.1606666667,0.317,0.3196666667,0.2023333333,8,0.188,0.317875,0.283125,0.210875,171.89,3,1,0.22,0.24,0.277,0.263,3,0.1766,0.2506,0.344,0.2284,130.59,3,4,0.288,0.22475,0.2275,0.25975,1,0.133,0.236,0.288,0.343
AT3G13080,22,258.15,5,5,0.4616,0.2034,0.1642,0.1706,8,0.477875,0.167875,0.169375,0.184875,439.58,10,3,0.423,0.158,0.2213333333,0.1973333333,6,0.4468333333,0.1806666667,0.1866666667,0.1858333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,297.58,7,11,0.2807272727,0.2189090909,0.2635454545,0.2367272727,16,0.4928823529,0.1523529412,0.1861764706,0.1687058824
AT1G79560,22,401.14,8,4,0.123,0.24475,0.26675,0.36525,9,0.0927272727,0.1223636364,0.3156363636,0.4694545455,426.68,9,3,0.0523333333,0.084,0.2286666667,0.635,3,0.063,0.0963333333,0.3053333333,0.5353333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,226.95,5,12,0.1436923077,0.2243076923,0.314,0.3182307692,5,0.1211666667,0.1958333333,0.3483333333,0.335
AT3G03060,22,333.17,7,3,0.16875,0.21125,0.2465,0.37375,4,0.0908,0.1904,0.303,0.4158,328.37,7,1,0.071,0.301,0.267,0.361,2,0.1006666667,0.1926666667,0.293,0.4143333333,208.8,5,3,0.126,0.1568,0.2482,0.4688,0,NA,NA,NA,NA,127.2,3,4,0.1498,0.2008,0.2512,0.3984,0,NA,NA,NA,NA
AT2G29550,22,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,478.57,10,3,0.286,0.2176666667,0.2493333333,0.2473333333,7,0.2072666667,0.2537333333,0.2668,0.2724666667,572.61,12,18,0.2287619048,0.2283333333,0.273,0.270047619,3,0.22125,0.2105,0.29225,0.2755
AT1G34130,21,394.76,8,13,0.2651111111,0.3031666667,0.229,0.2025555556,19,0.3562592593,0.2726296296,0.1905185185,0.1803333333,230.83,5,11,0.2484615385,0.3553846154,0.2446153846,0.1519230769,19,0.3046666667,0.3288095238,0.2160952381,0.1502857143,193.6,4,8,0.200875,0.28925,0.265875,0.24375,10,0.1957894737,0.2569473684,0.3505263158,0.1968947368,204.94,4,9,0.4013846154,0.2201538462,0.1913076923,0.1870769231,4,0.39575,0.1725,0.207,0.2245
AT2G20360,21,82.44,2,1,0.144,0.239,0.311,0.306,4,0.14325,0.21925,0.31275,0.325,177.46,4,4,0.0755,0.18425,0.348,0.3925,6,0.0918333333,0.2161666667,0.3168333333,0.3753333333,352.21,8,17,0.1418,0.1792,0.23295,0.4462,16,0.10804,0.29884,0.22696,0.36624,322.66,7,23,0.1885,0.2015,0.2561666667,0.3537916667,14,0.181,0.16,0.2798235294,0.3791176471
AT1G54270,21,239.05,4,8,0.2255,0.23775,0.23925,0.297125,10,0.2547,0.2247,0.2458,0.2749,340.65,7,5,0.2342,0.201,0.2612,0.3034,14,0.2207857143,0.211,0.2615714286,0.3067142857,218.22,5,6,0.28,0.2121666667,0.2346666667,0.2728333333,9,0.1880666667,0.2673333333,0.2889333333,0.2558,257.49,5,9,0.2622222222,0.2301111111,0.2587777778,0.2486666667,9,0.3105555556,0.1792222222,0.2524444444,0.2578888889
AT5G58100,21,328.73,6,3,0.26575,0.27,0.239,0.225,7,0.3688571429,0.2247142857,0.2172857143,0.1888571429,289.55,6,7,0.2068571429,0.292,0.2972857143,0.204,19,0.2541363636,0.2609545455,0.275,0.2099090909,165.8,4,9,0.2120909091,0.2651818182,0.2841818182,0.2384545455,7,0.1798571429,0.2715714286,0.2857142857,0.2627142857,270.75,5,11,0.3334615385,0.2201538462,0.2306923077,0.2156923077,3,0.2895,0.197,0.24575,0.268
AT5G11730,21,178.61,4,3,0.0703333333,0.267,0.3536666667,0.3083333333,4,0.11425,0.35225,0.2865,0.24675,151.66,3,7,0.0594285714,0.3142857143,0.3512857143,0.2748571429,17,0.0819411765,0.3305882353,0.3301176471,0.2571176471,256.42,6,10,0.1216,0.2566,0.3439,0.2782,4,0.1001666667,0.3335,0.2275,0.3388333333,367.49,8,11,0.182,0.2713333333,0.3096666667,0.2369166667,9,0.1261111111,0.279,0.3134444444,0.2812222222
AT5G20290,21,288.84,4,6,0.22225,0.2085,0.1955,0.373875,9,0.262,0.1567,0.2263,0.355,397.62,6,6,0.1762857143,0.1104285714,0.1777142857,0.5357142857,14,0.1452941176,0.1337058824,0.2277647059,0.4930588235,321.5,6,5,0.2438333333,0.2015,0.2431666667,0.3115,5,0.194125,0.256375,0.2745,0.274875,302.42,5,8,0.276,0.207,0.244625,0.272125,12,0.3606666667,0.1643333333,0.225,0.25
AT3G61050,21,290.45,6,5,0.2672,0.2914,0.2174,0.2242,9,0.2898888889,0.2528888889,0.2144444444,0.2425555556,272.6,5,5,0.2034,0.2884,0.2466,0.262,12,0.23825,0.26925,0.2458333333,0.2465833333,310.45,6,3,0.2116666667,0.254,0.2603333333,0.274,13,0.2219411765,0.2441176471,0.3019411765,0.2321176471,212.11,4,6,0.291,0.2333333333,0.2396666667,0.2358333333,5,0.265,0.2014,0.265,0.2684
AT5G26260,21,225.02,4,5,0.2261666667,0.2406666667,0.2513333333,0.2821666667,6,0.3005,0.1821666667,0.2323333333,0.2851666667,326.81,7,4,0.31725,0.173,0.24,0.27,8,0.263,0.2024,0.252,0.2825,113.5,2,4,0.3152,0.1648,0.2024,0.3176,3,0.182,0.28775,0.25825,0.27125,353.39,8,17,0.23805,0.23295,0.2679,0.2613,7,0.2716666667,0.223,0.2416666667,0.2639166667
AT4G21960,21,273.99,6,7,0.21625,0.2215,0.302,0.26025,7,0.3161428571,0.2301428571,0.2457142857,0.208,238.32,5,5,0.2391666667,0.2755,0.2928333333,0.1925,9,0.2506666667,0.2393333333,0.2995555556,0.2105555556,224.23,5,6,0.2552857143,0.2384285714,0.2757142857,0.2305714286,7,0.1970714286,0.2865,0.2831428571,0.2331428571,236.98,5,10,0.2532,0.2402,0.2661,0.2403,3,0.2465,0.23025,0.26125,0.262
AT1G18260,21,289.33,6,12,0.2763888889,0.3237222222,0.2242777778,0.1754444444,5,0.4212222222,0.2556666667,0.1864444444,0.1366666667,270.24,5,7,0.2758888889,0.3494444444,0.2246666667,0.1498888889,5,0.2828,0.3134,0.2338,0.1696,223.15,5,2,0.224,0.276,0.258,0.242,7,0.1788125,0.2628125,0.3315,0.2271875,254.19,5,11,0.374625,0.2280625,0.2095625,0.1879375,2,0.317,0.2145,0.2395,0.229
AT1G06530,21,386.77,6,10,0.0731,0.1693,0.3202,0.4373,10,0.0909,0.2502,0.2983,0.3609,420.69,8,5,0.0316,0.1332,0.3286,0.5062,11,0.0505454545,0.1655454545,0.3171818182,0.4668181818,175.61,4,8,0.128875,0.163375,0.241,0.466625,4,0.099,0.261,0.2807142857,0.3588571429,137.44,3,2,0.167,0.174,0.223,0.436,1,0.217,0.177,0.229,0.377
AT3G25140,21,172.8,3,6,0.1077142857,0.1994285714,0.356,0.3367142857,6,0.0905,0.203875,0.380375,0.32525,295.72,6,6,0.0412857143,0.1701428571,0.4975714286,0.291,8,0.051,0.2137777778,0.4473333333,0.288,259.38,5,2,0.099,0.245,0.39,0.2655,4,0.0843636364,0.3658181818,0.2501818182,0.2996363636,359.97,7,13,0.1955333333,0.2814666667,0.29,0.2332,1,0.126,0.267,0.322,0.285
AT4G01100,21,309.53,6,8,0.065625,0.18075,0.308125,0.445375,8,0.066625,0.19225,0.33575,0.4055,543.66,10,5,0.0492,0.1658,0.3312,0.4538,5,0.0532857143,0.1764285714,0.3135714286,0.4565714286,110.63,2,4,0.19275,0.186,0.24,0.381,4,0.1281666667,0.3098333333,0.206,0.356,165.94,3,7,0.1312857143,0.1817142857,0.2572857143,0.4298571429,3,0.2116666667,0.1723333333,0.2683333333,0.3476666667
AT3G60190,21,218.94,4,4,0.18375,0.28475,0.2375,0.29375,4,0.31075,0.242,0.22225,0.225,172.92,4,3,0.198,0.2566666667,0.254,0.291,4,0.2288,0.2268,0.251,0.2928,364.9,8,3,0.2695,0.2136666667,0.2406666667,0.2765,5,0.18225,0.258625,0.289625,0.2695,228.29,5,9,0.2314,0.2424,0.2592,0.267,2,0.2645,0.1975,0.2765,0.262
AT4G18430,21,235.1,5,4,0.253,0.2695,0.2515,0.226,4,0.3025,0.258,0.2285,0.211,299.35,6,2,0.232,0.244,0.29,0.234,2,0.205,0.2365,0.3055,0.253,322.13,6,3,0.2506666667,0.2523333333,0.266,0.2313333333,2,0.1845,0.28,0.3015,0.234,181.15,4,3,0.244,0.215,0.2463333333,0.2953333333,1,0.253,0.174,0.268,0.304
AT1G74020,21,185.89,3,1,0.27,0.273,0.228,0.228,3,0.3366666667,0.2173333333,0.2143333333,0.232,110.4,2,0,NA,NA,NA,NA,2,0.2735,0.2545,0.2155,0.2575,517.66,8,15,0.1609333333,0.2463333333,0.2786,0.3142666667,11,0.1654,0.2754,0.3032,0.2559333333,537.77,8,30,0.2726285714,0.2403428571,0.2509714286,0.2362571429,22,0.2522173913,0.2085652174,0.2876521739,0.2513913043
AT1G03230,21,420.11,7,6,0.1643333333,0.2806666667,0.261,0.2941666667,8,0.2339166667,0.2361666667,0.2415833333,0.28825,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,290.8,7,3,0.2376666667,0.2283333333,0.2593333333,0.2743333333,5,0.1494285714,0.2892857143,0.261,0.3,355.96,7,8,0.24525,0.22275,0.262875,0.269125,4,0.248,0.20475,0.2905,0.25675
AT1G16920,21,274.36,6,1,0.207,0.261,0.285,0.246,2,0.2725,0.1895,0.264,0.274,320.7,7,2,0.1813333333,0.2573333333,0.2643333333,0.2963333333,4,0.2068,0.228,0.2908,0.2742,389.41,8,1,0.253,0.207,0.273,0.267,1,0.207,0.267,0.316,0.21,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G53240,21,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,161.78,3,1,0.137,0.257,0.34,0.266,0,NA,NA,NA,NA,619.92,11,26,0.1296666667,0.1705555556,0.2398518519,0.4598518519,14,0.0833157895,0.3428947368,0.1734210526,0.4003684211,457.41,7,27,0.14975,0.1717142857,0.2521071429,0.4265357143,24,0.16276,0.15008,0.26912,0.41804
AT5G56030,21,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,349.13,8,7,0.3558571429,0.1814285714,0.1977142857,0.2651428571,14,0.3281428571,0.166,0.2108571429,0.2950714286,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,648.2,13,23,0.264125,0.2202916667,0.2623333333,0.2533333333,19,0.35445,0.18275,0.23845,0.22425
AT3G14610,20,172.94,4,5,0.2958333333,0.308,0.1921666667,0.204,6,0.3476666667,0.2558333333,0.2175,0.179,441.1,9,14,0.2637058824,0.3328823529,0.2356470588,0.1678235294,17,0.2932380952,0.3068095238,0.2283809524,0.1715714286,167.79,4,7,0.2132857143,0.2762857143,0.2691428571,0.241,5,0.1702857143,0.2654285714,0.3014285714,0.2624285714,156.13,3,6,0.2875,0.2391666667,0.2313333333,0.242,4,0.3188,0.1952,0.246,0.24
AT2G28900,20,245.66,3,9,0.1741111111,0.1971111111,0.292,0.3371111111,4,0.162,0.2095,0.3115,0.31675,298.38,4,1,0.065,0.097,0.276,0.562,9,0.0541818182,0.0966363636,0.3443636364,0.5049090909,311.35,6,6,0.0514285714,0.1352857143,0.2977142857,0.516,2,0.02,0.3895,0.099,0.492,322.62,7,18,0.1413181818,0.2343181818,0.2952272727,0.3291818182,14,0.1215263158,0.2223157895,0.3222105263,0.3338421053
AT1G29790,20,364.57,7,11,0.0684615385,0.1877692308,0.3849230769,0.3592307692,9,0.1418888889,0.2116666667,0.3563333333,0.2903333333,305.91,6,5,0.0596,0.1922,0.4548,0.2938,10,0.078,0.231,0.4088181818,0.282,208.56,4,5,0.1116,0.2262,0.365,0.2974,5,0.0922222222,0.3436666667,0.2283333333,0.3355555556,167.26,3,12,0.1935833333,0.2525833333,0.2841666667,0.2695833333,5,0.1912,0.2384,0.2838,0.2868
AT3G47200,20,139.86,3,6,0.173,0.2543333333,0.2381666667,0.3345,1,0.327,0.225,0.209,0.239,220.92,5,3,0.168,0.2723333333,0.256,0.3036666667,5,0.2078,0.2778,0.2526,0.2622,117.63,2,3,0.2153333333,0.221,0.249,0.3143333333,4,0.2066666667,0.2596666667,0.2841666667,0.2498333333,447.69,10,18,0.2437777778,0.2363333333,0.2686111111,0.251,15,0.2018,0.2168,0.3053333333,0.276
AT1G22280,20,299.63,5,6,0.167,0.3023333333,0.2571666667,0.2733333333,12,0.255,0.2603333333,0.2233333333,0.2613333333,224.93,5,1,0.17,0.264,0.287,0.279,6,0.1445,0.23325,0.290625,0.33175,211.4,4,2,0.1945,0.2235,0.24,0.3425,7,0.1723,0.2769,0.2812,0.2694,384.57,6,19,0.20915,0.23685,0.27855,0.27525,1,0.134,0.237,0.347,0.282
AT1G18700,20,395.94,8,11,0.2586363636,0.3157272727,0.2284545455,0.1971818182,11,0.3934545455,0.2383636364,0.1993636364,0.1685454545,322.44,6,5,0.2548333333,0.3425,0.2285,0.1741666667,6,0.2785,0.321625,0.219375,0.1805,131.28,3,5,0.2492857143,0.2705714286,0.2735714286,0.2061428571,6,0.1726,0.2641,0.317,0.2466,140.12,3,6,0.3595454545,0.2236363636,0.2161818182,0.2002727273,1,0.317,0.189,0.254,0.241
AT2G45510,20,232.98,6,4,0.3066,0.3082,0.2004,0.185,9,0.3614444444,0.25,0.2036666667,0.1848888889,330.91,7,7,0.24875,0.355125,0.22325,0.173,9,0.2838181818,0.3110909091,0.226,0.1794545455,115.36,3,3,0.214,0.2663333333,0.24,0.2793333333,4,0.1636666667,0.2676666667,0.314,0.255,185.73,4,5,0.338,0.2368333333,0.2165,0.209,2,0.3485,0.1945,0.2315,0.225
AT3G51550,20,268.15,6,5,0.163,0.31,0.249,0.2782,6,0.2846666667,0.2155,0.2273333333,0.2725,449.01,10,1,0.154,0.192,0.273,0.381,8,0.18525,0.243375,0.28,0.291375,52.15,1,1,0.258,0.211,0.232,0.299,2,0.221,0.2396666667,0.301,0.2383333333,201.27,3,10,0.2195384615,0.2417692308,0.2709230769,0.2682307692,3,0.2503333333,0.2016666667,0.2793333333,0.2686666667
AT3G27240,20,319.22,5,9,0.0918,0.1758,0.3474,0.3849,13,0.0829333333,0.2344666667,0.3184,0.3644,223.75,4,0,NA,NA,NA,NA,3,0.056,0.1778,0.2878,0.4784,213.15,4,3,0.106,0.176,0.2286666667,0.4886666667,1,0.138,0.35,0.185,0.326,347.34,7,5,0.1591666667,0.172,0.262,0.407,4,0.1785,0.2015,0.29425,0.32575
AT2G01140,20,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,121.12,3,1,0.168,0.162,0.234,0.436,3,0.1543333333,0.206,0.2846666667,0.3543333333,322.11,6,14,0.1221764706,0.2142941176,0.3128235294,0.3505882353,15,0.0860833333,0.357875,0.2234166667,0.3324166667,637.26,11,33,0.1328333333,0.1905277778,0.3189444444,0.3575,21,0.1314642857,0.2326428571,0.3025714286,0.3332857143
