Protein.ID,Loc.Predicted,Loc.Confirmed,Loc.Assigned,M1F1A,M1F4A,M1F7A,M1F11A,M1F2B,M1F5B,M1F8B,M1F11B,M2F1A,M2F4A,M2F7A,M2F11A,M2F2B,M2F5B,M2F8B,M2F11B
At2g01470,"known ER","known ER",ER,0.304043,0.318,0.202652,0.175435,0.41475,0.241667,0.178167,0.165833,0.259875,0.34275,0.240625,0.156687,0.3147,0.2937,0.2225,0.1693
At5g42020,"known ER","known ER",ER,0.2925,0.30075,0.216,0.19075,0.422667,0.215667,0.189,0.173333,0.29625,0.316,0.22375,0.164,0.3445,0.32775,0.20175,0.12575
At4g37640,"known ER","known ER",ER,0.2855,0.2885,0.234,0.1915,0.3635,0.2499,0.2011,0.1855,0.2675,0.32575,0.23725,0.16925,0.3092,0.2784,0.2094,0.2026
At5g61790,"known ER","known ER",ER,0.289648,0.308815,0.207259,0.194167,0.394452,0.242935,0.187839,0.174903,0.251718,0.346564,0.237205,0.164615,0.321056,0.299056,0.210944,0.169
At5g17770,"known ER","known ER",ER,0.244222,0.271611,0.258111,0.2265,0.362769,0.236231,0.213308,0.188,0.2086,0.302667,0.255933,0.2328,0.2518,0.2627,0.2381,0.2477
At4g01320,"known ER","known ER",ER,0.3015,0.315,0.203167,0.1805,0.392286,0.242143,0.189714,0.176143,0.2345,0.34825,0.24375,0.173417,0.31275,0.308625,0.20425,0.1745
At2g39630,"predicted ER","predicted ER",ER,0.279,0.294,0.195,0.231,0.335333,0.242,0.215333,0.208333,0.209,0.332,0.250333,0.209,0.247333,0.245,0.251,0.256667
At3g57220,"predicted ER","predicted ER",ER,0.26,0.312,0.226,0.202,0.363,0.236,0.189,0.212,0.2728,0.3354,0.2384,0.1534,0.334667,0.341333,0.193,0.131667
At5g07340,"predicted ER","predicted ER",ER,0.284091,0.321333,0.206485,0.18797,0.398471,0.253412,0.178824,0.169294,0.256,0.363692,0.230077,0.150077,0.293375,0.3015,0.237375,0.16775
At1g56340,"predicted ER","predicted ER",ER,0.336733,0.303267,0.201133,0.1588,0.487167,0.201833,0.165333,0.145333,0.387833,0.326833,0.152667,0.133,0.416333,0.305667,0.147333,0.131
At1g09210,"predicted ER","predicted ER",ER,0.32325,0.2755,0.216,0.18525,0.465667,0.199667,0.174333,0.160333,0.370667,0.317444,0.154333,0.157444,0.3795,0.333,0.161,0.127
At1g11680,"predicted ER","predicted ER",ER,0.2862,0.328933,0.198333,0.186667,0.408444,0.245111,0.185778,0.160444,0.287286,0.360357,0.212143,0.140214,0.3523,0.2814,0.2053,0.1609
At2g30490,"predicted ER","predicted ER",ER,0.352414,0.295776,0.180621,0.171138,0.45085,0.221625,0.170375,0.157075,0.325971,0.322853,0.202176,0.149029,0.3615,0.273179,0.204893,0.1605
At4g24190,"predicted ER","predicted ER",ER,0.368452,0.290032,0.196419,0.14529,0.520579,0.204842,0.144526,0.129842,0.421281,0.304594,0.146437,0.127656,0.429524,0.290333,0.150095,0.129857
At1g67730,"predicted ER","predicted ER",ER,0.271923,0.278808,0.227731,0.221731,0.332,0.259692,0.204923,0.203538,0.210667,0.328083,0.27175,0.189333,0.259444,0.279222,0.255889,0.205889
At4g36480,"predicted ER","predicted ER",ER,0.243,0.242,0.2205,0.2945,0.380222,0.243889,0.186556,0.189111,0.243308,0.359,0.238308,0.159462,0.336571,0.300286,0.198714,0.164571
At1g32210,"predicted ER","predicted ER",ER,0.2435,0.3015,0.2415,0.2135,0.316,0.266,0.224,0.194,0.3645,0.307,0.211,0.1185,0.265,0.262,0.239,0.234
At1g61790,"predicted ER","predicted ER",ER,0.3063,0.3127,0.2155,0.1656,0.3695,0.222333,0.204167,0.204667,0.232778,0.380111,0.238222,0.149,0.283,0.33875,0.223,0.15525
At5g66680,"predicted ER","predicted ER",ER,0.264793,0.289276,0.229655,0.216034,0.3835,0.234636,0.202864,0.178955,0.26224,0.3494,0.23132,0.15716,0.278923,0.341846,0.213154,0.166
At1g76400,"predicted ER","predicted ER",ER,0.2796,0.3089,0.2173,0.1942,0.384462,0.249462,0.198231,0.168,0.248571,0.34075,0.252679,0.158071,0.283714,0.313786,0.240357,0.162214
At2g01720,"predicted ER","predicted ER",ER,0.2481,0.316,0.2254,0.2103,0.390636,0.232182,0.190273,0.187091,0.215667,0.333778,0.256667,0.193889,0.272294,0.315412,0.226176,0.185882
At4g21150,"predicted ER","predicted ER",ER,0.268789,0.318044,0.217956,0.1952,0.378792,0.256264,0.195132,0.169925,0.250178,0.340711,0.247667,0.1614,0.29637,0.318741,0.222889,0.162037
At1g34130,"predicted ER","predicted ER",ER,0.268625,0.311625,0.2185,0.20125,0.395111,0.238222,0.188333,0.178,0.252533,0.355533,0.243733,0.148267,0.319417,0.322917,0.207083,0.1505
At5g19690,"predicted ER","predicted ER",ER,0.262182,0.327091,0.211091,0.199818,0.391444,0.229667,0.199,0.18,0.231143,0.325286,0.265429,0.177429,0.253833,0.298167,0.250333,0.1975
At1g52260,"predicted ER","predicted ER",ER,0.257,0.241,0.215,0.287,0.448333,0.224833,0.174333,0.152333,0.306857,0.319143,0.201143,0.173,0.309,0.363,0.169,0.158
At3g54960,"predicted ER","predicted ER",ER,0.3475,0.2545,0.2095,0.189,0.4884,0.2048,0.1588,0.1478,0.413833,0.275667,0.145833,0.164667,0.469,0.326,0.114,0.09
At2g32920,"predicted ER","predicted ER",ER,0.3288,0.3029,0.1921,0.1764,0.542,0.18075,0.15125,0.12625,0.356714,0.306857,0.172143,0.164286,0.450333,0.260667,0.158667,0.13
At1g35620,"predicted ER","predicted ER",ER,0.296,0.316538,0.209231,0.178308,0.421167,0.244,0.1815,0.153333,0.253667,0.337333,0.239,0.169667,0.296143,0.281143,0.215286,0.207571
At2g47470,"predicted ER","predicted ER",ER,0.343714,0.295286,0.195,0.165714,0.500111,0.207,0.160333,0.132444,0.344087,0.326739,0.177609,0.151739,0.37375,0.295375,0.176625,0.154
At5g60640,"predicted ER","predicted ER",ER,0.349182,0.288273,0.195273,0.166909,0.533385,0.191077,0.147769,0.127615,0.42215,0.30045,0.14805,0.1294,0.438,0.281417,0.151,0.129833
At1g21750,"predicted ER","predicted ER",ER,0.332,0.279667,0.222,0.166,0.4515,0.200375,0.17725,0.171125,0.371923,0.290923,0.168,0.169154,0.4288,0.2856,0.153,0.1328
At1g77510,"predicted ER","predicted ER",ER,0.373857,0.270429,0.195,0.160714,0.520833,0.193,0.1565,0.129667,0.367875,0.264375,0.18575,0.181625,0.3764,0.2276,0.199,0.197
At3g16110,"predicted ER","predicted ER",ER,0.328,0.25,0.199,0.224,0.49625,0.20075,0.16725,0.13525,0.3696,0.281,0.1848,0.1644,0.443,0.238,0.192,0.127
At1g79940,"predicted ER","predicted ER",ER,0.2565,0.28925,0.226125,0.228375,0.371692,0.248231,0.196846,0.183308,0.246333,0.317533,0.2436,0.1924,0.270091,0.283727,0.245818,0.200455
At4g21180,"predicted ER","predicted ER",ER,0.263667,0.298333,0.219667,0.218333,0.366833,0.226167,0.200333,0.206667,0.241,0.310538,0.249308,0.198923,0.254167,0.284,0.243,0.219
At2g39960,"predicted ER","predicted ER",ER,0.281385,0.324077,0.205615,0.189308,0.42575,0.21475,0.19675,0.163,0.216889,0.347667,0.254889,0.180778,0.256333,0.301333,0.2415,0.2005
At3g05230,"predicted ER","predicted ER",ER,0.269333,0.285333,0.236,0.209667,0.360333,0.268,0.189333,0.182333,0.2312,0.3684,0.2422,0.1578,0.3,0.302667,0.241333,0.156333
At1g52600,"predicted ER","predicted ER",ER,0.266286,0.278429,0.233857,0.221429,0.389,0.239,0.202,0.169333,0.251714,0.336143,0.255143,0.156714,0.2755,0.3105,0.245,0.16925
At3g15710,"predicted ER","predicted ER",ER,0.2125,0.268,0.2375,0.283,0.32,0.256,0.2,0.224,0.229625,0.32425,0.256625,0.1895,0.293333,0.298667,0.237667,0.17
At2g03120,"predicted ER","predicted ER",ER,0.301667,0.297667,0.212667,0.188333,0.403,0.24825,0.18425,0.164,0.2335,0.314,0.24325,0.209,0.282714,0.295714,0.229857,0.191714
At4g30600,"predicted ER","predicted ER",ER,0.27575,0.306,0.23,0.188,0.4235,0.236,0.188167,0.152167,0.26,0.326,0.236429,0.177857,0.3188,0.2996,0.2112,0.1702
At1g71220,"predicted ER","predicted ER",ER,0.342667,0.290667,0.199417,0.167333,0.45808,0.22176,0.1702,0.14996,0.34416,0.32636,0.17912,0.1504,0.381737,0.287474,0.177947,0.152474
At1g67490,"predicted ER","predicted ER",ER,0.2454,0.3168,0.242,0.1956,0.365444,0.230556,0.205,0.198889,0.24625,0.36525,0.242,0.146,0.22775,0.30675,0.24075,0.225
At5g63840,"predicted ER","predicted ER",ER,0.272286,0.282857,0.240714,0.204,0.405143,0.209571,0.207143,0.178571,0.299333,0.291,0.249333,0.160333,0.3505,0.25375,0.228,0.16725
At3g01380,"predicted ER","predicted ER",ER,0.315,0.315,0.204,0.166,0.4165,0.2205,0.199,0.1645,0.165,0.284,0.271,0.281,0.282,0.3095,0.2085,0.2005
At5g19130,"predicted ER","predicted ER",ER,0.262231,0.316,0.213846,0.208077,0.4185,0.23575,0.1865,0.1595,0.25725,0.36075,0.227375,0.154625,0.294667,0.267,0.226667,0.211667
At3g07180,"predicted ER","predicted ER",ER,0.285667,0.309,0.209667,0.196,0.384,0.266667,0.186167,0.163,0.23875,0.3265,0.24475,0.19,0.32725,0.29625,0.215,0.16125
At3g07140,"predicted ER","predicted ER",ER,0.272,0.3032,0.2156,0.209,0.3696,0.25,0.2002,0.1804,0.2572,0.34,0.236,0.1672,0.2425,0.319,0.2285,0.21
At1g20330,"predicted ER","predicted ER",ER,0.237417,0.310417,0.2435,0.208583,0.361375,0.2545,0.200125,0.183625,0.24,0.353333,0.252167,0.154333,0.294444,0.304222,0.226889,0.174333
At3g60600,unknown,unknown,ER,0.2786,0.305,0.218,0.1988,0.42875,0.21275,0.18875,0.169625,0.243429,0.318857,0.238714,0.199429,0.312,0.269,0.2466,0.1726
At2g45140,unknown,unknown,ER,0.2542,0.2974,0.2294,0.2194,0.348571,0.248143,0.214,0.189429,0.2694,0.3344,0.2316,0.1648,0.297429,0.305571,0.207429,0.189429
At1g27770,unknown,unknown,ER,0.270167,0.346833,0.2125,0.170167,0.3464,0.2612,0.193,0.199,0.2615,0.32975,0.2345,0.17425,0.2846,0.2974,0.2348,0.1834
At1g07810,unknown,unknown,ER,0.275,0.276,0.241,0.209,0.350667,0.238667,0.202667,0.208,0.248667,0.313,0.214333,0.224667,0.2805,0.2785,0.2385,0.2025
At1g07670,unknown,unknown,ER,0.159667,0.300333,0.264667,0.275333,0.31,0.290667,0.221,0.178333,0.2186,0.3288,0.241,0.2116,0.270667,0.297333,0.241333,0.190667
At5g53560,unknown,unknown,ER,0.323125,0.32425,0.197125,0.15555,0.449658,0.229237,0.183789,0.137421,0.242,0.360071,0.226571,0.171429,0.319833,0.309167,0.208667,0.162167
At5g48810,unknown,unknown,ER,0.292,0.281,0.2125,0.2145,0.3517,0.2386,0.214,0.1958,0.2185,0.321167,0.2765,0.184,0.264667,0.316333,0.236167,0.1825
At3g26830,unknown,unknown,ER,0.256333,0.301667,0.231,0.211,0.348833,0.262833,0.2125,0.1765,0.265,0.324,0.25275,0.15825,0.364,0.314,0.194,0.128
At4g37430,unknown,unknown,ER,0.271,0.321,0.2065,0.2015,0.346,0.23475,0.22725,0.192,0.209571,0.311,0.282857,0.196286,0.227,0.3064,0.2574,0.2092
At4g31500,unknown,unknown,ER,0.2965,0.305571,0.217571,0.1805,0.453364,0.225091,0.180818,0.140818,0.295769,0.345654,0.209423,0.149231,0.360947,0.275211,0.201158,0.162579
At4g36220,unknown,unknown,ER,0.186,0.326,0.244,0.245,0.368,0.2245,0.2245,0.183,0.3325,0.323125,0.211,0.133375,0.352333,0.291333,0.209111,0.147333
At2g40890,unknown,unknown,ER,0.3852,0.2764,0.1836,0.1546,0.4342,0.2446,0.1688,0.1528,0.308143,0.319286,0.216762,0.155667,0.334444,0.301111,0.206889,0.157889
At2g32440,unknown,unknown,ER*,0.2852,0.342,0.2092,0.1634,0.456,0.243,0.174667,0.126333,0.2915,0.3795,0.19825,0.13075,0.39625,0.284,0.1755,0.14425
At5g25900,unknown,unknown,ER*,0.24,0.3218,0.202,0.2362,0.41625,0.23025,0.18075,0.173125,0.24475,0.349333,0.228417,0.177417,0.304714,0.295429,0.209714,0.190286
At5g47990,unknown,unknown,ER*,0.225,0.298,0.247,0.23,0.32525,0.2165,0.2265,0.23175,0.213,0.283,0.287333,0.216667,0.2255,0.274,0.2855,0.215
At5g48000,unknown,unknown,ER*,0.248,0.2705,0.242,0.2395,0.3275,0.23325,0.21425,0.225,0.192857,0.302429,0.296857,0.207714,0.204,0.287667,0.257,0.251333
At2g24180,unknown,unknown,ER,0.270571,0.282,0.222571,0.224714,0.39,0.222333,0.199667,0.188333,0.215214,0.319214,0.263929,0.201643,0.276714,0.300286,0.243429,0.179571
At4g37330,unknown,unknown,ER,0.250333,0.355667,0.194,0.199667,0.4035,0.20425,0.20375,0.188,0.260714,0.321929,0.237929,0.1795,0.309556,0.283778,0.226333,0.180667
At2g45510,unknown,unknown,ER,0.266667,0.316333,0.214,0.203,0.3715,0.246667,0.201167,0.180667,0.241222,0.352556,0.226778,0.179444,0.293,0.304143,0.224,0.179143
At4g37370,unknown,unknown,ER,0.2576,0.3254,0.2153,0.2016,0.3682,0.2576,0.1976,0.1762,0.2448,0.3469,0.2501,0.1584,0.284,0.319818,0.224636,0.171636
At3g14610,unknown,unknown,ER,0.256333,0.310333,0.208333,0.225,0.41825,0.2125,0.21,0.159,0.251647,0.347294,0.239235,0.161941,0.318923,0.289462,0.216,0.175462
At4g37410,unknown,unknown,ER,0.217,0.283667,0.259667,0.239,0.36,0.219,0.207,0.213,0.209778,0.300333,0.274,0.215778,0.2405,0.306167,0.264667,0.1885
At1g64950,unknown,unknown,ER,0.252,0.283,0.2185,0.246,0.33975,0.25175,0.2055,0.2035,0.23925,0.288,0.25825,0.2145,0.270167,0.284,0.236667,0.209
At1g55850,"predicted Golgi",unknown,ER,0.280935,0.314742,0.209516,0.194871,0.418,0.230739,0.199261,0.152,0.261,0.33436,0.23944,0.16516,0.309182,0.304182,0.215545,0.171364
At2g26250,unknown,unknown,ER,0.2094,0.325,0.23,0.236,0.339727,0.227455,0.221818,0.211,0.157833,0.331833,0.3185,0.191667,0.219,0.3278,0.256,0.197
At3g55360,unknown,unknown,ER,0.2565,0.303667,0.227667,0.2125,0.3715,0.2475,0.194,0.187,0.173333,0.338333,0.304167,0.184667,0.282667,0.312,0.226667,0.178667
At3g57650,unknown,unknown,ER*,0.28325,0.32575,0.22375,0.16725,0.3705,0.260667,0.2,0.168833,0.272667,0.363333,0.231667,0.132,0.3305,0.3135,0.212,0.144
At4g28570,unknown,unknown,ER,0.332,0.293,0.218,0.157,0.381,0.263,0.182,0.174,0.2144,0.3324,0.2648,0.1882,0.2265,0.322,0.253,0.1985
At5g64440,unknown,unknown,ER,0.3354,0.2812,0.1992,0.184,0.464714,0.188714,0.175571,0.170857,0.308867,0.2658,0.225467,0.200133,0.333167,0.236333,0.216833,0.213667
At2g04350,unknown,unknown,ER,0.291143,0.306714,0.204429,0.197714,0.419,0.22625,0.189833,0.164833,0.251667,0.331889,0.228222,0.188167,0.26175,0.29425,0.232917,0.211083
At5g13640,unknown,unknown,ER,0.257889,0.311667,0.220444,0.210222,0.381429,0.232571,0.206286,0.179714,0.2605,0.340583,0.235667,0.16325,0.301545,0.300909,0.220636,0.176818
At1g80950,unknown,unknown,ER*,0.243,0.277,0.22,0.259,0.4125,0.2245,0.188,0.1755,0.256,0.28,0.24,0.224,0.22925,0.26275,0.225,0.2835
At1g27980,unknown,unknown,ER,0.31875,0.2965,0.214,0.1705,0.454333,0.224,0.184667,0.136667,0.294833,0.337,0.2165,0.1515,0.373,0.285,0.194,0.148
At4g30210,unknown,unknown,ER,0.2738,0.2878,0.2218,0.2166,0.374333,0.230667,0.207667,0.187,0.254333,0.317167,0.26,0.1685,0.288167,0.292,0.249167,0.171167
At1g69460,unknown,unknown,ER,0.3145,0.3255,0.17775,0.18225,0.506,0.1895,0.1685,0.136,0.270667,0.305667,0.233333,0.190333,0.31125,0.27025,0.22975,0.18825
At1g14010,unknown,unknown,ER,0.321,0.314,0.177,0.189,0.441,0.2365,0.1905,0.132,0.2325,0.3495,0.2635,0.154,0.319,0.263,0.223,0.196
At2g29960,unknown,unknown,ER,0.247667,0.278,0.242667,0.231,0.486,0.19,0.176,0.149,0.347,0.285167,0.207833,0.159833,0.340333,0.253667,0.218667,0.187333
At3g13870,unknown,unknown,ER,0.30135,0.31275,0.20545,0.1807,0.445316,0.218895,0.175684,0.160053,0.255043,0.355087,0.238391,0.151652,0.326211,0.287526,0.214474,0.171789
At5g45160,unknown,unknown,ER*,0.25075,0.3575,0.193,0.199,0.4275,0.23675,0.18675,0.14925,0.280857,0.352143,0.202286,0.165,0.365286,0.277714,0.191286,0.165714
At5g20655,unknown,unknown,ER,0.2438,0.2908,0.2316,0.2342,0.383,0.23575,0.20125,0.1805,0.22125,0.329917,0.26575,0.183083,0.258,0.285,0.252333,0.204778
At2g33630,unknown,unknown,ER,0.17,0.292,0.248,0.29,0.38,0.21725,0.21675,0.186,0.259,0.34,0.225,0.1765,0.273,0.3445,0.2055,0.1765
At2g16530,unknown,unknown,ER,0.2865,0.295,0.2045,0.214,0.3515,0.22,0.2205,0.208,0.252143,0.319857,0.247571,0.180286,0.339333,0.327667,0.190333,0.142667
At2g20450,unknown,unknown,ER,0.2485,0.307,0.244,0.2005,0.36,0.253,0.202333,0.185,0.247333,0.267,0.222667,0.262667,0.245,0.244,0.252,0.259
At4g27090,unknown,unknown,ER,0.248,0.314,0.257,0.181,0.369,0.273,0.203,0.156,0.2235,0.32525,0.2455,0.206,0.2695,0.251,0.215,0.265
At1g18540,unknown,unknown,ER,0.351333,0.301333,0.177667,0.169333,0.363,0.251833,0.218833,0.1665,0.306429,0.328286,0.213,0.152571,0.299,0.353333,0.188333,0.159667
At3g28580,unknown,unknown,ER,0.308333,0.307333,0.221,0.163667,0.40425,0.246,0.193,0.15625,0.262286,0.362143,0.236143,0.139286,0.312667,0.297,0.204,0.186667
At5g24810,unknown,unknown,ER,0.257,0.286,0.2385,0.2185,0.3398,0.255,0.2092,0.1958,0.21575,0.3325,0.2625,0.18925,0.241,0.302,0.212,0.245
At3g66658,unknown,unknown,ER,0.297,0.30825,0.22475,0.16925,0.417111,0.242667,0.182,0.157889,0.2112,0.3345,0.2682,0.1863,0.331667,0.302667,0.205,0.161
At4g36250,unknown,unknown,ER,0.305833,0.308,0.205667,0.180333,0.357375,0.230875,0.217125,0.1945,0.167857,0.341571,0.291929,0.198714,0.202333,0.312,0.254,0.2315
At1g44170,unknown,unknown,ER,0.31725,0.29375,0.201375,0.18775,0.401667,0.233167,0.184833,0.18,0.272,0.309,0.2145,0.2045,0.324,0.258,0.239,0.179
At5g23630,unknown,unknown,ER,0.2475,0.306909,0.231318,0.214318,0.368333,0.251444,0.196667,0.183778,0.235071,0.305464,0.251036,0.208357,0.253421,0.3,0.228526,0.217947
At2g03510,unknown,unknown,ER,0.264739,0.299978,0.219696,0.215674,0.423545,0.249545,0.188091,0.138636,0.2493,0.3443,0.237267,0.1692,0.306048,0.298571,0.218143,0.177095
At1g51570,unknown,unknown,ER,0.283667,0.322,0.207667,0.186667,0.38,0.238833,0.198,0.182833,0.2506,0.3454,0.2272,0.1768,0.28,0.264,0.2455,0.2105
At3g57880,unknown,unknown,ER,0.3185,0.283,0.211,0.1865,0.3975,0.232167,0.197,0.173333,0.249,0.3238,0.2388,0.1886,0.312333,0.3,0.215333,0.172333
At5g17980,unknown,unknown,ER,0.346,0.306,0.199,0.148,0.4,0.244333,0.185,0.171,0.241,0.315333,0.236667,0.206833,0.347167,0.273,0.212667,0.1675
At4g11800,unknown,unknown,ER,0.2445,0.3015,0.2235,0.2305,0.435,0.2115,0.1915,0.1615,0.264111,0.309333,0.242111,0.184222,0.291,0.297,0.236,0.176
At5g62390,unknown,unknown,ER,0.22925,0.33475,0.23325,0.2025,0.326333,0.261333,0.224,0.189,0.2355,0.318125,0.248875,0.197625,0.23675,0.27925,0.2465,0.23775
At5g52240,unknown,unknown,ER,0.2465,0.3245,0.227,0.202,0.409,0.2295,0.1875,0.1745,0.246333,0.349667,0.243667,0.160333,0.293,0.3345,0.1995,0.173
At2g24420,unknown,unknown,ER,0.284125,0.3295,0.209,0.177375,0.420571,0.249714,0.179714,0.149857,0.294,0.35025,0.223583,0.131917,0.323,0.2955,0.2125,0.169
At1g61770,unknown,unknown,ER,0.254667,0.327667,0.228,0.189667,0.358,0.250333,0.191,0.200667,0.223667,0.324778,0.267444,0.184222,0.287333,0.316167,0.220167,0.176167
At1g18700,unknown,unknown,ER,0.2754,0.332,0.2078,0.1848,0.3895,0.2365,0.2044,0.1694,0.249571,0.350143,0.221429,0.178857,0.29175,0.2915,0.2295,0.18725
At5g03160,unknown,unknown,ER,0.2806,0.3024,0.2158,0.201,0.370667,0.239333,0.216667,0.174,0.275,0.3415,0.21225,0.17125,0.3405,0.3125,0.195,0.1525
At2g38960,unknown,unknown,ER,0.3135,0.316,0.187,0.184,0.425556,0.226778,0.195111,0.152556,0.275333,0.333333,0.227,0.164,0.334,0.275333,0.230667,0.16
At1g75140,unknown,unknown,ER,0.2685,0.334,0.1955,0.2025,0.401667,0.231667,0.208,0.158667,0.279667,0.371667,0.199667,0.149,0.296,0.303,0.21,0.191
At3g13410,unknown,unknown,ER,0.257,0.3125,0.2265,0.204,0.421,0.193,0.203,0.183,0.2505,0.3015,0.2585,0.189,0.294,0.309,0.194,0.203
At4g12590,unknown,unknown,ER,0.2755,0.351,0.2065,0.167,0.348833,0.277333,0.200917,0.173083,0.244333,0.331,0.248,0.176667,0.2535,0.3815,0.2215,0.1435
At4g32130,unknown,unknown,ER,0.242714,0.306143,0.234429,0.216857,0.359,0.264667,0.198667,0.178,0.2455,0.359,0.23825,0.15725,0.33,0.296333,0.211333,0.163
At5g49945,unknown,unknown,ER,0.279,0.3245,0.192,0.204,0.397667,0.214,0.202667,0.185333,0.25325,0.30175,0.2555,0.18975,0.342,0.294667,0.202,0.161
At5g55940,unknown,unknown,ER,0.229333,0.354833,0.233333,0.182167,0.414,0.224,0.200667,0.161333,0.220333,0.338,0.252,0.189667,0.248333,0.355667,0.222333,0.173333
At4g16170,unknown,unknown,ER,0.2368,0.2903,0.2457,0.2272,0.409,0.2105,0.1945,0.186,0.252571,0.302857,0.267714,0.176857,0.2944,0.2636,0.2404,0.202
At1g54990,unknown,unknown,ER,0.262267,0.302,0.2276,0.207867,0.372357,0.260071,0.196143,0.1715,0.2564,0.351333,0.238733,0.1532,0.315625,0.307125,0.21175,0.166
At4g24330,unknown,unknown,ER,0.246708,0.328917,0.223125,0.201375,0.380133,0.226933,0.202333,0.190667,0.245267,0.337467,0.2368,0.180533,0.269455,0.319091,0.219,0.192636
At1g70770,unknown,unknown,ER,0.230273,0.299614,0.231864,0.2385,0.356483,0.230586,0.213379,0.199517,0.21292,0.35664,0.26524,0.16528,0.269632,0.334947,0.222316,0.173211
At3g44330,unknown,unknown,ER,0.238773,0.311273,0.225045,0.225045,0.36325,0.2381,0.21,0.18855,0.235407,0.339037,0.255667,0.170074,0.263211,0.326053,0.230368,0.180368
At5g47420,unknown,unknown,ER,0.3125,0.305,0.1975,0.184,0.412667,0.202333,0.195,0.19,0.211,0.3335,0.2545,0.201,0.32,0.301,0.209,0.17
At1g65020,unknown,unknown,ER,0.2315,0.2915,0.23975,0.23725,0.328,0.261,0.205,0.205,0.230286,0.377286,0.225143,0.167143,0.259,0.3105,0.249,0.1815
At2g16760,unknown,unknown,ER,0.253,0.319,0.243,0.185,0.363333,0.256333,0.211333,0.169,0.22775,0.331,0.25675,0.184,0.267,0.282,0.244,0.206
At4g14950,unknown,unknown,ER,0.223,0.304,0.239,0.234,0.363333,0.257667,0.212,0.167,0.256,0.3375,0.2445,0.162,0.275,0.2905,0.24,0.1945
At1g22200,unknown,unknown,ER,0.267,0.335,0.205,0.193,0.42,0.21175,0.20575,0.1625,0.255667,0.361333,0.248,0.134667,0.312333,0.311,0.201667,0.174333
At1g19370,unknown,unknown,ER,0.24,0.296667,0.223333,0.24,0.423667,0.230333,0.174,0.171667,0.278,0.353333,0.216833,0.151667,0.312167,0.268667,0.234167,0.185
At4g29520,unknown,unknown,ER,0.271667,0.323,0.219667,0.186333,0.3655,0.286,0.2035,0.145,0.2115,0.357167,0.241667,0.1895,0.266,0.292143,0.229143,0.212429
At5g42570,unknown,unknown,ER,0.26405,0.2886,0.2191,0.2281,0.4238,0.253,0.1644,0.1584,0.278364,0.343182,0.225818,0.152636,0.322875,0.297875,0.217125,0.161625
At1g71780,unknown,unknown,ER,0.28,0.313667,0.227333,0.178667,0.416667,0.251667,0.188333,0.143667,0.251857,0.326429,0.245286,0.176571,0.342,0.2905,0.21925,0.14825
At3g62360,unknown,unknown,ER,0.272211,0.301526,0.239105,0.187053,0.388741,0.232259,0.203074,0.175963,0.276824,0.335147,0.237529,0.150471,0.27419,0.336476,0.226667,0.162524
At5g27330,unknown,unknown,ER,0.2185,0.322667,0.2455,0.2135,0.329,0.246214,0.217071,0.207929,0.216,0.375211,0.259368,0.149632,0.263583,0.347667,0.221333,0.16725
At3g27325,unknown,unknown,ER,0.25475,0.30025,0.2315,0.2135,0.3814,0.2224,0.2144,0.1818,0.18,0.2905,0.283,0.2465,0.21775,0.301,0.266,0.215
At3g24160,unknown,unknown,ER,0.383,0.261,0.1715,0.1845,0.461,0.202,0.187333,0.149333,0.3515,0.2925,0.205,0.151,0.346286,0.250571,0.224714,0.178571
At5g05670,unknown,unknown,ER,0.21725,0.275,0.245,0.26225,0.309,0.243,0.2244,0.2232,0.2094,0.3684,0.236,0.1862,0.3,0.32,0.195,0.185
At5g52420,unknown,unknown,ER,0.3165,0.315,0.2,0.1685,0.464,0.251,0.161,0.124,0.248,0.38,0.231,0.14075,0.305,0.308,0.207,0.18
At4g09580,unknown,unknown,ER,0.254,0.3025,0.2425,0.201,0.332,0.258,0.228,0.182,0.2495,0.32625,0.261,0.1635,0.2545,0.306,0.2165,0.223
At5g20520,unknown,unknown,ER,0.282,0.277667,0.216,0.225,0.363,0.2435,0.1925,0.201,0.238125,0.3155,0.239125,0.207375,0.2695,0.265,0.2275,0.238
At1g65270,unknown,unknown,ER,0.2614,0.2938,0.2336,0.2112,0.438,0.227833,0.197167,0.137167,0.2828,0.3386,0.242,0.1368,0.317,0.259,0.236,0.188
At4g27500,unknown,unknown,ER,0.1882,0.2767,0.2602,0.2749,0.292857,0.231,0.228571,0.248,0.23875,0.3235,0.28525,0.152375,0.254714,0.31,0.250286,0.185
At4g34640,unknown,unknown,ER,0.282,0.308,0.237,0.174,0.32225,0.26425,0.211375,0.202375,0.196143,0.318857,0.285571,0.199714,0.267167,0.332833,0.233333,0.166667
At2g36290,unknown,unknown,ER,0.2785,0.335,0.199,0.187,0.463,0.19,0.197,0.151,0.298,0.294,0.229,0.18,0.3535,0.315,0.194,0.137
At3g02875,unknown,unknown,ER,0.381,0.266,0.205,0.148,0.425,0.242,0.171,0.162,0.294,0.277,0.2135,0.2155,0.428,0.275,0.2,0.098
At1g51760,unknown,unknown,ER,0.39725,0.2465,0.16825,0.18825,0.45975,0.2145,0.18325,0.14225,0.3902,0.2984,0.1768,0.1342,0.4135,0.255,0.1725,0.159
At3g59500,unknown,unknown,ER,0.267,0.334,0.2135,0.1855,0.427,0.198,0.199,0.1765,0.216,0.345,0.254,0.185,0.318,0.255,0.285,0.142
