Protein,FS1 A HCC827-rep2,FS1 B HCC827-rep2,FS2 A HCC827-rep2,FS2 B HCC827-rep2,FP1 A HCC827-rep2,FP1 B HCC827-rep2,FP2 A HCC827-rep2,FP2 B HCC827-rep2,FP3 A HCC827-rep2,FP3 B HCC827-rep2,MIN PSMs for quant
EWSR1,0.6021,0.5510,0.8684,0.9096,1.3983,1.4283,1.7638,1.7399,1.1276,1.0289,112
EXD2,0.3750,0.3656,0.3248,0.4387,1.6861,1.6219,2.6680,2.6077,0.9801,1.1313,39
EXO1,0.7812,0.6875,0.9990,1.0717,1.2265,1.3442,1.1322,1.3743,1.3427,1.1311,11
EXO5,2.6475,2.2849,0.9420,0.8078,0.8268,0.7588,0.7197,0.9383,0.6030,0.6605,1
EXOC1,1.5471,1.4037,0.8954,0.8664,0.9846,0.9930,1.1661,1.1571,0.9653,1.0953,94
EXOC2,1.5278,1.3996,0.8718,0.8433,0.9699,1.0015,1.1895,1.1658,0.9899,1.0992,48
EXOC3,1.4861,1.4197,0.8813,0.8602,0.9988,1.0172,1.2327,1.2183,1.0015,1.1242,51
EXOC4,1.4664,1.3524,0.9009,0.8602,1.0112,1.0084,1.2028,1.2158,0.9949,1.1328,110
EXOC5,1.6476,1.4998,0.9120,0.9030,0.9365,0.9421,1.1536,1.1039,0.9020,1.0431,73
EXOC6,1.5497,1.5580,0.9335,0.8769,0.9717,0.9512,1.1345,1.0796,1.0733,1.0992,35
EXOC6B,1.4822,1.3413,0.8555,0.8391,1.0185,1.0449,1.2349,1.2026,1.0526,1.2096,32
EXOC7,1.5754,1.4883,1.0039,0.9747,0.9209,0.9014,1.0600,1.0310,0.8948,0.9823,55
EXOC8,1.5647,1.4776,0.9349,0.8976,0.9625,0.9632,1.1613,1.1289,0.9388,1.1046,58
EXOG,0.5007,0.4650,0.5577,0.5360,1.6314,1.5526,2.5284,2.0111,1.0837,1.2322,6
EXOSC1,0.4667,0.4107,0.7085,0.7328,1.1631,1.3303,0.8486,0.8718,2.3529,2.2348,15
EXOSC10,0.5244,0.5651,0.5324,0.5703,1.2864,1.4315,0.9811,1.0257,2.4046,2.3227,157
EXOSC2,0.9047,0.7640,0.8270,0.8683,1.1643,1.1976,0.8565,0.8958,1.8531,1.8524,44
EXOSC3,0.3894,0.4166,0.6746,0.7111,1.1731,1.4272,0.8867,0.8121,2.4687,2.5417,26
EXOSC4,0.6122,0.5189,0.8181,0.8252,1.1786,1.2426,0.8713,0.8434,2.2624,2.2710,31
EXOSC5,0.8928,0.9002,0.9367,0.9504,1.0731,1.1033,0.8948,0.8221,1.5865,1.8584,16
EXOSC6,0.7201,0.7006,0.8038,0.8052,1.1401,1.1975,0.8316,0.8043,2.0538,1.9019,40
EXOSC7,0.6379,0.6066,0.8372,0.8554,1.1256,1.2287,0.8027,0.7678,2.1382,1.9826,39
EXOSC8,0.6095,0.5443,0.7561,0.7856,1.1965,1.2802,0.8217,0.9141,2.3473,2.1720,50
EXOSC9,0.5515,0.5063,0.8280,0.8830,1.2030,1.2198,0.8878,0.8961,2.0233,2.0217,33
EXPH5,0.8489,0.7865,0.9574,1.0200,1.1186,1.1944,1.2719,1.3165,1.2059,1.1678,69
EXT1,0.4248,0.6593,0.3205,0.3782,1.3251,1.4643,2.1737,1.9572,1.8575,1.7399,2
EXT2,0.5207,0.6247,0.5732,0.5985,1.2556,1.2407,2.0176,1.7211,1.5755,1.5216,14
EXTL3,0.6224,0.7033,0.5506,0.5393,1.2356,1.1993,2.0541,1.9015,1.5539,1.5871,16
EYA3,1.1965,1.0676,1.5667,1.3641,0.8796,0.8273,0.8747,0.6572,0.5905,0.7315,11
EZH1,0.7672,0.7192,0.8987,0.8094,1.3385,1.2798,1.0002,1.1350,1.7140,1.5724,4
EZH2,0.4878,0.4204,0.8406,0.8833,1.4538,1.6610,0.9122,1.0175,1.5557,1.5249,25
EZR,2.2885,2.2078,0.9900,0.9928,0.7105,0.7179,0.7667,0.7985,0.7093,0.7253,460
F10,1.0633,1.0153,0.5544,0.6771,1.4344,1.4640,1.4612,1.5324,1.3440,1.2961,2
F11R,0.4947,0.4588,0.4426,0.4189,1.6334,1.7103,1.9422,2.0161,1.4064,1.4954,66
F12,1.4155,2.5233,0.9389,0.8191,1.1085,0.4321,0.9764,1.1543,1.0638,0.9751,3
F13A1,0.8027,0.7400,0.7020,0.7213,1.7104,2.2383,1.4044,1.4190,0.9088,0.9330,13
F13B,1.0679,1.3170,0.8858,1.2029,1.1130,1.0684,0.9309,0.8295,1.1071,1.0757,3
F2,1.3377,1.4006,0.7437,0.9248,1.0998,1.2952,0.9483,1.1820,1.1888,1.1620,37
F2RL1,0.3216,0.2783,0.3712,0.3522,1.4545,1.5525,2.0589,2.0430,1.7900,1.9419,9
F3,0.3473,0.3798,0.3645,0.3647,1.3581,1.4982,1.9926,1.9874,1.8298,2.0118,29
F5,1.2052,0.8407,0.4782,0.4323,1.1597,1.0716,1.3906,1.2292,2.0184,1.6552,17
FA2H,0.6174,0.4595,0.5037,0.5927,1.2763,1.3484,2.0132,1.6246,1.8584,2.0062,14
FAAH,0.8525,0.7457,0.5309,0.6413,1.0727,1.2547,1.8311,1.5041,1.3554,1.6563,3
FAAH2,0.5728,0.6229,1.0449,0.8424,1.2489,1.2202,2.0570,1.4955,1.6349,1.5361,3
FABP5,2.9694,2.8502,1.1111,1.0803,0.4840,0.4213,0.3391,0.3658,0.3759,0.3562,215
FABP6,3.3141,3.0553,1.0562,0.9914,0.3895,0.3448,0.4335,0.3878,0.6307,0.6553,9
FADD,2.3442,2.4286,1.0339,1.1185,0.7692,0.7563,0.7280,0.5297,0.6450,0.5670,12
FADS1,0.4538,0.4487,0.3962,0.3949,1.2964,1.3307,2.1249,1.8349,1.8508,2.1053,31
FADS2,0.3804,0.2790,0.3537,0.3960,1.3658,1.3536,1.9542,1.9765,2.1396,1.9965,14
FADS3,0.3062,0.2859,0.5203,0.3509,1.2913,1.3432,2.0763,1.8325,1.9817,2.3622,10
FAF1,2.1858,2.0271,0.9870,0.9799,0.8298,0.8233,0.8320,0.8177,0.6577,0.7102,79
FAF2,0.4349,0.4571,0.4461,0.4685,1.3018,1.3320,2.1496,1.8594,1.7390,1.8709,117
FAH,2.9191,2.7918,1.1390,1.0728,0.5546,0.5507,0.4436,0.4699,0.4118,0.4332,36
FAHD1,0.6668,0.6106,1.3846,1.5012,1.2044,1.2135,1.4841,1.1682,0.4172,0.3968,72
FAHD2A,0.9738,1.1058,1.3012,1.2452,1.0805,1.1392,1.2147,1.2100,0.5894,0.5653,6
FAIM,2.6944,2.3934,0.9206,0.9695,0.6617,0.6078,0.6177,0.6714,0.5310,0.5806,10
FAM102A,1.6396,1.5491,0.9265,0.9532,1.0808,1.0401,1.0506,1.0150,0.9183,1.0153,13
FAM102B,1.0564,1.0654,1.0149,1.1880,0.9244,0.8935,0.9675,0.8754,1.5290,1.3777,2
FAM103A1,0.7625,0.6553,1.6245,1.6477,0.8404,0.8411,0.7230,0.7273,0.7842,0.7431,6
FAM104A,1.0932,1.5074,1.7114,1.6142,0.7707,0.6470,0.6378,0.5499,0.8818,0.7361,3
FAM105B,3.0598,2.7279,0.8284,0.7692,0.6682,0.7287,0.6575,0.7052,0.6040,0.6414,35
FAM107A,2.9333,2.2715,1.2201,1.0868,0.4621,0.4639,0.4426,0.5130,0.5751,0.6187,2
FAM107B,3.5717,3.2667,1.1182,1.1301,0.3746,0.3194,0.3147,0.2684,0.2273,0.2324,10
FAM109B,1.2371,1.0469,1.2023,1.0808,0.9514,0.9751,0.9716,0.9249,1.0653,1.0412,5
FAM110A,1.2469,1.1427,1.3938,1.3098,0.9349,0.9835,1.1532,0.9913,0.7177,0.5648,3
FAM111A,0.6020,0.5122,0.5654,0.5207,0.9730,1.0732,0.8945,0.9011,2.8724,2.9438,29
FAM111B,1.0457,0.9259,0.7312,0.7226,1.0419,1.1034,0.8222,0.8780,2.0803,2.0009,39
FAM114A1,2.1312,2.1019,0.8518,0.8227,0.9078,0.8651,0.9428,0.8900,0.8089,0.8619,29
FAM114A2,1.6176,1.4454,0.6949,0.7458,1.0866,1.0920,1.2053,1.1391,1.0710,1.2064,42
FAM115A,2.0065,1.9159,1.3126,1.2954,0.7029,0.6301,0.5999,0.5638,0.6077,0.5595,26
FAM115C,2.0509,1.8415,1.0626,1.0099,0.8477,0.9105,0.9090,0.9625,0.7917,0.7932,20
FAM117B,1.3628,1.1121,1.0258,0.9492,1.1473,1.1410,0.9502,1.0300,0.9099,0.8678,6
FAM118A,2.6413,2.6364,0.9690,0.8410,0.6303,0.6298,0.6179,0.8478,0.4570,0.7322,3
FAM118B,2.4884,2.0989,0.9987,0.8866,0.8279,0.8201,0.7804,0.9352,0.5753,0.7125,13
FAM120A,0.8354,0.8326,0.5851,0.5750,0.8216,0.8544,0.9425,0.9735,2.7038,2.6524,212
FAM120B,1.6892,1.4583,1.3881,1.3103,0.8313,0.8343,0.6751,0.7048,0.5963,0.5879,40
FAM120C,0.7386,0.7570,0.7065,0.8155,0.9803,1.0011,0.9502,1.1171,2.1358,2.0511,7
FAM122A,2.0883,1.9532,1.5837,1.3860,0.6908,0.6406,0.5821,0.4245,0.5318,0.4341,5
FAM122B,2.1004,1.9745,1.4629,1.5337,0.5828,0.5209,0.3634,0.6191,0.3664,0.5365,12
FAM126A,1.1362,1.0714,0.8239,0.7288,1.0914,1.1692,1.2271,1.0503,1.2250,1.2505,18
FAM126B,1.1514,1.2244,0.9616,0.7713,1.1652,0.9912,1.3532,1.0137,1.2436,1.0906,5
FAM129A,1.9815,1.6750,0.9257,0.9019,0.8517,0.8668,1.1132,1.0109,0.9031,1.0401,13
FAM129B,2.3744,2.1523,0.8383,0.7795,0.7723,0.7746,0.9018,0.8830,0.7416,0.8115,208
FAM133B,0.8785,0.7103,1.7863,1.4898,0.8953,0.8014,0.7614,0.7206,0.8657,0.7276,2
FAM134A,0.4616,0.4416,0.7234,0.7190,1.0648,1.2055,1.4737,1.2581,1.9037,2.0292,19
FAM134C,0.4362,0.4039,0.5465,0.5402,1.1495,1.1818,1.6307,1.4289,2.2154,2.1361,18
FAM135A,2.1484,2.0801,0.8370,0.9167,0.8933,0.9102,0.9592,0.9840,0.7458,0.7154,26
FAM136A,0.4586,0.5580,2.0788,1.9188,0.8960,0.8423,0.6972,0.7204,0.4763,0.4545,64
FAM13A,1.8336,2.0232,1.2788,1.1621,0.8039,0.7482,0.6325,0.6928,0.5909,0.5921,20
FAM155A,2.0837,1.8734,1.3332,1.1843,0.6948,0.4874,0.4338,0.4838,1.3805,0.4791,2
FAM160A1,2.1646,1.8792,1.0012,0.8847,0.8807,0.8255,0.8568,0.8102,0.6217,0.6737,17
FAM160A2,2.2221,2.0296,0.9813,0.9152,0.8401,0.8077,0.7218,0.9111,0.6299,0.6463,9
FAM160B1,2.0275,1.9590,0.9821,0.9717,0.8706,0.8820,0.8975,0.8742,0.7276,0.7424,18
FAM160B2,1.5299,1.5491,0.5814,0.6587,1.1998,1.2697,1.4736,1.3529,1.0492,1.0710,3
FAM161A,0.9496,0.8060,0.6507,0.5870,1.3751,1.3114,1.6654,1.6366,1.3890,1.2006,6
FAM162A,0.6407,0.6140,0.4568,0.4632,1.6505,1.6725,2.2510,2.5195,0.9825,1.1350,50
FAM168A,2.7856,2.6082,1.1910,1.1194,0.6491,0.4823,0.5099,0.5886,0.3742,0.3528,3
FAM169A,0.4513,0.4774,1.7047,1.6943,1.0848,1.0522,0.8798,0.9799,0.7798,0.7323,39
FAM171A1,0.5169,0.7439,0.7719,1.0791,1.4048,1.3618,1.3960,1.5574,1.2921,1.4360,4
FAM171A2,0.5956,0.5793,0.7963,0.6970,1.2310,1.2419,1.6454,1.5211,1.7352,1.4360,2
FAM172A,0.6902,0.6702,1.5267,1.4877,1.1326,1.1435,0.8937,0.8578,0.7533,0.7979,12
FAM173A,0.3074,0.5161,0.3929,0.4576,1.7258,1.5181,2.5841,2.3579,1.0515,1.2468,7
FAM173B,0.7359,0.4938,0.5523,0.5694,1.4979,1.5105,2.1814,1.8932,1.2470,1.1660,2
FAM175A,0.6288,0.7290,1.2770,1.3065,1.0993,1.0869,0.8251,0.8739,1.6297,1.3661,15
FAM175B,2.3202,2.2792,1.3048,1.1911,0.6146,0.6429,0.5500,0.5145,0.4897,0.4717,24
FAM177A1,0.4084,0.4091,0.5911,0.5765,1.1858,1.2366,1.6993,1.7234,1.8849,1.8862,30
FAM178A,0.3706,0.2556,0.3133,0.5790,2.6057,2.7935,1.4866,1.8129,1.0693,1.1183,3
FAM185A,0.3416,0.3124,1.6771,1.5387,1.2280,1.2159,1.4579,1.2295,0.3862,0.3582,6
FAM188A,2.4796,1.8481,1.1910,1.2374,0.6666,0.6635,0.7266,0.8825,1.0925,0.9095,1
FAM188B,2.1163,1.9182,1.0898,1.0062,0.9273,0.9624,0.8889,0.8929,0.5397,0.7422,4
FAM192A,1.5013,1.3734,1.6735,1.5152,0.7978,0.6577,0.6110,0.5816,0.4941,0.4991,35
FAM193A,0.7673,0.7471,1.2277,1.4225,1.0213,0.9743,0.9902,0.9774,1.1805,1.1013,19
FAM193B,0.7993,0.6803,0.9750,1.0618,1.0712,1.0213,1.1169,0.9955,1.6611,1.6518,4
FAM195A,1.5022,1.3621,1.3510,1.5191,0.8345,0.7967,0.7865,0.6866,0.6714,0.5914,5
FAM195B,1.2867,1.2073,1.1011,1.0729,0.7337,0.7923,0.5557,0.7537,1.0424,0.9421,10
FAM199X,1.6202,1.4380,1.4512,1.6699,0.6844,0.6760,0.4772,0.4146,0.6786,0.6636,5
FAM204A,0.5859,0.5204,1.0173,1.0650,1.1687,1.2197,1.1148,1.2389,1.5745,1.6646,3
FAM206A,1.7933,1.5832,1.5296,1.4533,0.7118,0.6046,0.6528,0.5318,0.5260,0.5991,4
FAM207A,0.9523,1.0739,1.4628,1.4310,1.2080,1.6271,0.7465,0.8186,0.5207,0.5033,4
FAM208A,0.5788,0.5107,0.6497,0.6954,1.6962,1.7769,1.3705,1.3788,1.3980,1.3709,84
FAM208B,0.4741,0.5109,0.8425,0.8945,1.5845,1.6403,1.1436,1.1919,1.4618,1.3265,29
FAM20A,2.0560,2.2349,1.1808,1.0047,0.6527,0.6943,0.8081,0.9182,0.6418,0.6073,1
FAM20B,0.5116,0.4591,0.5114,0.5273,1.1983,1.2386,2.1946,1.7420,1.5246,1.7862,18
FAM210A,0.5267,0.5438,0.4901,0.4245,1.5630,1.6547,2.4872,2.3289,0.9603,1.0998,17
FAM210B,0.2244,0.1045,0.1715,0.1676,1.9992,1.8778,3.2153,2.3503,1.0952,1.1024,4
FAM213A,0.3242,0.2845,0.3532,0.3062,1.3811,1.3595,2.3564,2.1672,1.8414,1.8106,16
FAM213B,2.9966,2.7987,0.9231,1.0424,0.4803,0.6825,0.6915,0.6370,0.3741,0.4216,1
FAM214B,0.6765,0.8828,1.7474,1.5776,0.6248,0.6868,0.8480,0.9188,0.9098,0.8801,1
FAM219A,1.0560,0.8795,0.8475,0.8165,0.9595,0.9451,1.3296,1.4530,1.3973,1.7729,6
FAM21A,1.3947,1.5136,1.6098,1.1292,0.7970,0.7978,0.8224,0.7680,0.6005,0.6313,1
FAM21B,1.7442,1.4965,1.4245,1.5905,0.6861,0.5982,0.5980,0.5931,0.6603,0.6402,4
FAM21C,1.5933,1.3571,1.4507,1.4560,0.7469,0.8026,0.6962,0.7717,0.7751,0.7495,11
FAM32A,0.7585,0.8600,1.1865,1.1301,1.1904,1.1796,0.9057,0.9405,1.2327,1.1522,8
FAM35A,1.6631,1.4488,1.0506,1.2383,0.9491,0.8007,0.9120,1.0848,0.9828,0.7509,1
FAM3C,0.4006,0.4172,0.3933,0.3925,1.0821,1.1730,2.0379,1.9837,2.1593,2.1497,136
FAM45A,2.0545,1.9228,1.1823,1.0836,0.7452,0.6658,0.7278,0.7421,0.6781,0.7502,18
FAM47E-STBD1,0.4645,0.5277,0.5716,0.5706,1.1458,1.1875,1.7689,1.7248,1.9516,1.9333,61
FAM49B,2.5794,2.4406,0.9821,0.9580,0.6927,0.6664,0.7034,0.7026,0.5903,0.6083,217
FAM50A,2.0448,2.0040,1.1774,1.1736,0.8093,0.7997,0.6859,0.7230,0.6429,0.6397,104
FAM53B,1.8617,1.7446,0.7903,0.7964,0.9052,0.8103,0.8805,0.9033,0.9983,0.7425,3
FAM53C,1.4172,1.4836,0.9892,0.9998,1.2254,1.0741,0.9460,1.1278,1.0342,0.7829,2
FAM57A,0.4776,0.5447,0.7837,0.8501,1.2509,1.1904,1.7642,1.5192,1.2726,1.4245,9
FAM60A,0.8023,0.5699,0.9866,1.2539,1.2135,0.9943,0.8940,0.8554,2.0848,1.8520,2
FAM63A,0.9157,0.8109,0.8367,0.7532,1.3230,1.2656,1.3383,1.1807,1.4500,1.2886,5
FAM63B,1.1174,0.9041,0.9321,0.9238,1.0913,0.9610,1.3314,1.4367,1.1797,1.3251,2
FAM64A,0.6219,0.6263,0.7143,0.7907,1.4454,1.5607,1.6516,1.5912,1.1439,1.1255,15
FAM65A,1.9602,1.6866,0.8755,0.7619,1.0022,0.9852,1.1183,1.0868,0.9830,0.9757,17
FAM69A,0.6945,0.3891,0.3665,0.3140,1.1469,1.0731,2.3139,1.9464,2.6414,2.3856,1
FAM69B,1.2364,1.1736,0.8735,0.8556,0.9771,1.0940,1.5792,1.3605,1.1236,0.9856,1
FAM73A,0.3944,0.5162,0.4000,0.4294,1.6344,1.6335,2.8168,2.4210,0.9503,1.0471,17
FAM73B,0.7132,0.5954,0.3950,0.4590,1.6728,1.6316,1.8820,2.1580,1.1426,1.1165,13
FAM76A,0.4617,0.4283,1.7576,1.8729,0.8920,0.8884,0.7035,0.6652,0.8557,0.6978,8
FAM76B,0.4757,0.4076,1.8313,1.6924,0.8548,0.7493,0.6136,0.6338,1.0371,0.8194,13
FAM83A,0.7323,0.7160,1.1034,1.2105,1.2146,1.3632,1.1914,1.3029,0.8924,0.9654,9
FAM83B,0.7179,0.7071,0.7866,0.6859,1.2719,1.4416,1.6585,1.6768,1.2317,1.2909,13
FAM83D,1.6356,1.5629,0.9036,0.9504,1.1164,1.0907,0.8957,1.0340,1.0313,0.8813,18
FAM83F,0.5942,0.5186,0.5023,0.5843,1.4278,1.3782,1.9594,2.0171,1.4237,1.5741,10
FAM83G,1.5158,1.6001,1.1636,1.2376,0.8731,0.9323,0.8251,0.7430,0.7099,0.7355,22
FAM83H,0.8006,0.7355,0.6319,0.6250,1.4121,1.5435,1.6564,1.6028,1.2802,1.3000,129
FAM84B,1.0725,0.9815,0.9361,0.8807,1.0870,1.0738,1.3626,1.1388,1.1547,1.1962,56
FAM8A1,0.4876,0.7508,0.4946,0.4170,1.1887,1.1385,1.6741,1.5209,1.8091,1.9984,8
FAM91A1,1.2804,1.2153,1.1133,1.0639,0.9230,0.9255,1.0680,0.9698,1.0528,1.1095,26
FAM96A,2.5768,2.2700,0.9695,0.9183,0.7912,0.7179,0.8516,0.9101,0.5222,0.5451,2
FAM96B,1.8748,1.9084,1.0513,1.0319,0.8569,0.8174,0.8717,0.9078,0.8916,0.7090,24
FAM98A,0.8209,0.8264,0.9138,1.0753,1.1737,1.2586,1.2990,1.1425,1.2558,1.1682,33
FAM98B,0.8838,0.8434,1.5577,1.6650,0.8593,0.7913,0.6779,0.6434,0.8324,0.6915,49
FAM98C,2.1906,2.1279,1.0777,1.0475,0.8006,0.7983,0.8772,0.5268,0.8732,1.1013,4
FAN1,0.9251,0.8647,1.3967,1.3138,0.9892,1.0600,0.9449,0.8082,1.0393,0.8524,7
FANCA,1.5334,1.5777,1.0772,1.0604,0.9450,0.7835,0.9199,0.7909,1.0584,0.9586,13
FANCB,0.7575,0.7895,1.2930,1.2961,1.0418,0.9772,1.0125,1.0392,1.0854,1.1428,9
FANCD2,0.7872,0.7267,0.9577,1.0187,1.7929,1.8637,1.2202,1.2178,0.9247,0.8793,26
FANCE,0.9530,0.8958,0.7570,1.0620,1.0191,1.3496,1.2761,1.0800,1.4011,1.5005,1
FANCF,0.9346,0.9008,1.0802,0.9685,1.2017,1.0854,1.2063,1.0598,1.2316,1.1009,3
FANCG,1.6030,1.5743,0.8708,0.8201,1.0089,0.9809,1.0993,1.1246,1.0708,1.1682,11
FANCI,1.1975,1.1318,1.0103,1.0060,1.3169,1.4602,1.0897,1.0491,0.7634,0.8434,51
FANCL,0.8854,0.7782,1.0920,0.9408,1.0851,1.1096,1.0976,1.1480,1.4388,1.4394,4
FANCM,0.9129,0.8662,1.0293,1.0828,1.1223,1.0867,1.0882,1.1320,1.2090,1.2232,15
FAR1,0.4903,0.4726,0.4129,0.4157,1.1868,1.2114,2.4975,2.1509,1.7086,1.8550,43
FAR2,0.9304,0.8297,0.6300,0.6594,1.1191,0.9866,1.8697,1.9432,1.3532,1.4978,2
FARP1,0.6159,0.5824,0.5612,0.4617,1.4617,1.5510,1.8624,1.7276,1.3103,1.4299,19
FARP2,0.5160,0.5374,0.4329,0.4776,1.6064,1.6822,2.0895,1.9016,1.2200,1.3474,32
FARS2,0.3473,0.3893,1.0366,1.0034,1.3857,1.3714,1.7490,1.4947,1.0713,1.0390,46
FARSA,1.2748,1.1984,1.6507,1.4964,0.7420,0.6864,0.5795,0.5632,0.7864,0.7620,114
FARSB,1.2844,1.2285,1.5541,1.4727,0.7566,0.7043,0.6200,0.6494,0.7724,0.7483,235
FAS,0.4157,0.4302,0.4243,0.7108,1.5201,1.5288,2.0779,2.0589,1.2748,1.4739,13
FASN,2.5688,2.4136,1.0032,0.9493,0.6840,0.6757,0.6389,0.6765,0.6214,0.6547,1616
FASTK,0.5284,0.5586,0.4915,0.5498,1.2872,1.3971,1.7600,1.4551,1.8454,1.9432,7
FASTKD1,0.4736,0.4416,0.9012,0.8665,1.4704,1.5133,1.8159,1.6477,1.0861,1.0422,25
FASTKD2,0.4748,0.5006,0.9445,0.9358,1.4153,1.4512,1.8852,1.6202,0.8446,0.8696,94
FASTKD3,0.5687,0.5489,0.5910,0.6014,1.3651,1.3733,1.8417,1.7082,1.3648,1.4726,18
FASTKD5,0.3522,0.4100,0.8440,0.8248,1.6010,1.6211,2.1186,1.8327,0.8717,0.9255,36
FAT1,0.5249,0.5099,0.6806,0.6782,1.2067,1.2111,1.8394,1.7547,1.5359,1.6147,89
FAT3,0.6567,0.6187,1.5309,1.2868,0.9313,0.7752,1.3188,1.1077,0.9840,0.9041,2
FAU,0.9341,1.1201,0.3878,0.5078,0.8013,0.8535,0.8757,0.8800,2.6414,2.7177,7
FAXC,0.2348,0.1592,0.3252,0.3231,1.5034,1.8257,2.4198,2.5763,1.5769,1.5342,2
FBL,0.5396,0.5886,0.4798,0.5010,2.0246,2.4032,1.4178,1.3519,1.3425,1.1521,173
FBLIM1,1.6655,1.6791,1.3100,1.3742,0.7529,0.6459,0.6181,0.7705,0.5480,0.4518,13
FBLL1,0.9083,1.0032,0.7156,0.6297,1.6302,1.8882,1.1913,1.2079,1.1643,1.0455,19
FBLN1,1.7956,1.2015,0.8131,0.7855,1.2992,1.5005,1.0061,1.1801,0.8507,0.9406,19
FBLN2,0.7056,0.5495,1.0018,0.9838,1.2819,1.2469,1.3982,1.2911,1.2471,1.2995,1
FBP1,2.5851,2.4841,1.2332,1.2195,0.5865,0.5696,0.5302,0.5008,0.4816,0.4841,19
FBP2,2.5154,2.2720,1.1982,1.0434,0.6635,0.6614,0.6070,0.6087,0.4975,0.5843,2
FBRS,0.6296,0.6317,1.6727,1.6678,0.7990,0.6634,0.6622,0.5100,1.0077,1.0313,3
FBRSL1,1.3771,1.3906,1.0761,1.1898,1.0793,1.1669,0.9498,0.8974,0.9010,0.7426,7
FBXL12,1.9019,1.7416,1.2675,1.2616,0.7487,0.6694,0.7044,0.4508,0.8244,0.8979,5
FBXL14,0.8914,0.7535,1.0350,1.2631,0.8361,0.9343,1.2812,0.9835,1.4150,1.3997,1
FBXL15,2.0931,1.9038,0.9936,0.9193,0.8859,0.8590,0.9060,0.8887,0.8044,0.7729,2
FBXL17,1.9292,1.7632,1.4131,1.3548,0.8414,0.6390,0.5004,0.5092,0.6303,0.4488,9
FBXL18,2.2763,2.0654,1.3099,1.1540,0.7638,0.6969,0.6020,0.5443,0.4806,0.4992,12
FBXL19,0.6410,0.8573,1.5474,1.4869,0.9930,0.9283,0.7958,0.8550,0.8353,0.8702,5
FBXL2,0.7028,0.7162,0.6307,0.6579,1.2669,1.2573,1.6738,1.6243,1.4149,1.5687,7
FBXL20,0.4908,0.4884,0.4398,0.5003,1.3044,1.3409,1.9539,1.8796,1.7432,1.7431,15
FBXL4,0.5756,0.6080,0.4083,0.4695,1.5646,1.4694,3.0155,2.6790,0.9768,1.0483,5
FBXL8,2.9047,2.6532,1.0954,0.9799,0.5838,0.5430,0.6197,0.5752,0.5112,0.5315,3
FBXO11,0.5382,0.3692,0.6287,0.6710,1.4186,1.5097,1.3890,1.3025,1.9883,2.0083,27
FBXO17,1.3080,1.5347,0.8829,1.0446,0.9432,0.8590,1.1810,0.7804,0.9562,1.2400,3
FBXO18,1.2472,1.2949,1.3221,1.1309,1.1770,0.9040,0.7206,0.8161,0.8371,0.8444,3
FBXO21,1.4760,1.5264,1.1421,1.0285,0.8967,1.0070,0.9269,0.9685,0.8595,0.7706,6
FBXO22,2.0872,2.1187,1.3717,1.4453,0.6081,0.5557,0.5411,0.4701,0.4715,0.3749,17
FBXO28,0.4292,0.4571,0.7349,0.7130,1.4663,1.4888,1.4354,1.4699,1.6683,1.6462,23
FBXO3,2.1905,2.3007,1.2168,1.2534,0.5844,0.5982,0.4871,0.5418,0.6948,0.7241,27
FBXO30,2.2356,2.1157,1.1168,1.1244,0.7094,0.8050,0.6175,0.6486,0.7576,0.8159,12
FBXO32,1.2590,1.2202,0.8080,1.0182,1.0853,1.0502,1.2836,1.1006,0.9497,1.3851,5
FBXO33,1.6278,1.5292,1.2950,1.1313,0.9001,0.9480,0.8180,0.8228,0.6946,0.7389,2
FBXO38,0.6607,0.6704,1.3808,1.3830,1.2761,1.1884,0.8593,0.8427,0.8349,0.8377,14
FBXO4,2.7674,2.6075,0.7942,0.7040,0.8395,0.8588,0.7385,0.7326,0.4862,0.5957,8
FBXO42,1.6637,1.8080,1.1955,1.1382,0.8679,0.7793,0.7637,0.7726,0.9182,0.8606,4
FBXO45,1.4117,1.2279,0.8123,0.7858,0.8976,0.9104,1.0768,1.1157,1.4626,1.5181,9
FBXO46,1.5008,1.2278,1.4623,1.5500,1.0087,1.1183,0.8753,0.5616,0.6766,0.5143,3
FBXO5,1.4933,1.3234,0.8014,0.8657,0.9797,1.0149,1.0460,1.0706,1.1545,1.0953,5
FBXO7,1.9018,1.9306,0.8602,0.7544,0.9560,0.9502,1.0603,0.9961,0.8172,0.9872,4
FBXO9,2.7274,2.6400,0.9772,0.9460,0.6734,0.6959,0.6116,0.6275,0.4838,0.5200,7
FBXW11,1.6046,1.4021,0.9285,0.8340,0.8989,1.0452,0.8691,0.9359,1.5583,1.3630,7
FBXW2,3.0899,2.7199,1.1879,1.1189,0.4542,0.4239,0.4187,0.4314,0.3242,0.2995,6
FBXW4,0.8699,0.7778,0.8839,0.8793,0.9918,1.0312,1.0597,1.0868,1.7060,1.9569,2
FBXW5,1.8041,1.7101,1.0610,1.1507,0.8521,1.0487,0.7562,0.7508,0.9359,0.9783,6
FBXW7,0.5825,0.6242,1.4853,1.4055,1.0975,1.0636,0.7086,0.8935,1.2109,1.0332,4
FBXW8,1.9377,1.6758,1.1609,1.0209,0.8213,0.8090,0.7570,0.8863,0.8670,0.8648,3
FBXW9,1.3593,1.5150,0.7835,0.7344,0.6665,0.7448,0.8062,0.8485,1.2391,1.5626,9
