Protein,FS1 A HCC827-rep1,FS1 B HCC827-rep1,FS2 A HCC827-rep1,FS2 B HCC827-rep1,FP1 A HCC827-rep1,FP1 B HCC827-rep1,FP2 A HCC827-rep1,FP2 B HCC827-rep1,FP3 A HCC827-rep1,FP3 B HCC827-rep1,MIN PSMs for quant
C14orf1,0.5567,0.4859,0.5231,0.5074,1.1106,1.1835,1.6319,1.6331,1.5132,1.4950,31
C14orf119,3.2075,2.9624,1.2373,1.3052,0.5649,0.6459,0.5446,0.5585,0.4593,0.3803,8
C14orf142,2.8044,2.2934,1.6584,1.6677,0.5017,0.4944,0.5131,0.5687,0.5291,0.4226,14
C14orf159,0.5064,0.5045,0.9811,1.1908,1.2995,1.1773,1.8924,1.4691,0.4819,0.4931,11
C14orf166,1.0409,1.0205,1.4951,1.4758,0.8857,0.9565,0.8419,0.8081,0.9353,0.8873,157
C14orf2,0.4319,0.5579,0.4397,0.3954,1.4292,1.4697,2.0684,1.6997,0.9100,1.1003,5
C14orf80,1.3130,1.4227,0.6870,0.6594,1.1403,1.2438,1.0732,0.9404,1.5853,1.3540,7
C14orf93,0.5707,0.4317,0.6537,0.7524,1.8620,2.0622,1.0812,1.2427,0.6633,0.8112,3
C15orf39,0.8206,0.8495,1.1330,1.0055,1.1832,1.1964,1.3624,1.2168,0.8216,0.8359,17
C15orf40,1.8833,1.7081,1.0305,1.2512,0.9372,0.9513,1.2826,0.9053,0.4837,0.4085,11
C15orf41,2.3140,2.1764,1.0519,0.9924,0.8644,0.8506,0.9379,0.9151,0.8249,0.7722,7
C15orf48,0.4692,0.5483,0.3906,0.4005,1.3497,1.3863,2.1152,1.9296,0.8221,0.9612,92
C15orf52,0.7655,0.6653,0.4998,0.5313,1.0821,1.1517,1.0604,1.0683,2.3733,2.2084,8
C15orf57,2.7940,2.9127,0.8300,1.1285,0.5815,0.6118,0.6599,0.6476,0.4978,0.5512,6
C16orf13,3.1744,3.0503,1.1790,1.1035,0.5388,0.6304,0.6465,0.6443,0.4912,0.5104,13
C16orf58,0.4202,0.4705,0.3448,0.3396,1.1615,1.1084,1.8902,1.6940,1.7412,1.7474,21
C16orf62,1.7378,1.6636,1.2539,1.1750,0.7886,0.8086,0.8496,0.8897,0.8730,0.8561,45
C16orf70,2.3452,1.9768,1.0611,0.9934,0.9210,0.9663,0.8101,0.8238,0.8106,0.7727,6
C16orf72,1.1640,1.0581,1.2183,1.2288,1.0398,0.8936,0.9107,0.9193,0.8092,1.0925,3
C16orf74,0.7302,0.2356,0.3307,0.4062,1.3614,1.0709,1.6359,1.6999,2.1261,1.6000,2
C16orf80,1.5624,1.4406,1.3808,1.3072,0.9282,0.9794,0.7897,0.7651,0.9184,0.9072,7
C16orf87,1.0844,1.0588,1.8891,1.9731,0.7627,0.8131,0.7032,0.6757,0.7312,0.6296,4
C16orf91,0.4469,0.5608,0.3575,0.3760,1.5494,1.4537,2.0697,1.8056,0.8937,1.0486,11
C17orf103,1.8945,1.9005,1.2794,1.3946,0.6572,0.9081,0.8412,0.7229,0.8310,0.7654,1
C17orf104,1.1027,1.1774,1.1625,1.1823,0.9671,1.1752,0.8985,0.9401,0.9756,1.0259,6
C17orf49,1.2785,0.9512,1.3238,1.4043,1.0242,1.1030,0.7266,0.7825,1.0017,0.9087,8
C17orf53,1.8652,1.4733,1.2088,1.3789,0.8553,0.9840,0.8685,0.7585,0.7207,0.7209,6
C17orf59,0.6140,0.6109,0.7695,0.7830,0.8112,0.8402,1.6361,1.4691,1.8084,1.6799,31
C17orf62,0.3940,0.4157,0.4258,0.4142,1.2137,1.1042,1.8557,1.8017,1.6191,1.7018,17
C17orf70,1.4478,1.4297,1.0681,1.0820,0.7908,0.8689,0.9027,0.8308,1.0372,1.0677,5
C17orf75,1.5567,1.6100,1.2357,1.2190,0.8509,0.8323,0.8478,0.9135,1.1211,1.0171,32
C17orf80,0.5963,0.6067,0.4691,0.4510,1.3964,1.3815,1.9070,1.8944,0.8357,0.8690,10
C17orf85,0.4417,0.3934,0.8719,0.8096,1.6143,1.6229,0.8821,0.9756,1.3466,1.3816,37
C17orf96,1.1661,1.5993,1.1057,1.0477,1.2822,1.3265,0.8057,0.9203,1.4039,1.4904,1
C17orf97,1.2508,1.3228,0.8139,0.9308,0.8193,0.9148,0.9191,0.8128,2.0860,1.8976,13
C18orf21,0.4816,0.5478,0.5958,0.6719,1.2054,1.2245,1.0236,0.9541,2.5776,2.5742,3
C18orf25,1.6607,1.5503,2.2107,2.1520,0.5184,0.5523,0.3991,0.4316,0.3595,0.3186,19
C18orf32,0.2973,0.2636,0.3001,0.3351,1.2251,1.2519,2.0073,1.6833,1.7033,1.7019,14
C18orf8,1.3466,1.2884,0.9014,0.9074,0.8572,0.8072,1.4764,1.2860,1.1991,1.1089,25
C19orf10,0.5769,0.5676,1.5584,1.7082,0.7311,0.6770,1.4830,1.0196,0.9361,0.8015,100
C19orf12,2.1721,2.2184,0.9167,0.8583,0.9483,0.9192,0.9725,1.0432,0.6624,0.5415,3
C19orf25,0.4575,0.4408,0.9384,0.9780,0.8949,0.8471,1.6097,1.3537,1.6543,1.4705,18
C19orf26,0.8888,0.9109,0.7960,0.5243,1.1403,1.1208,1.2169,1.5039,1.1568,1.0985,6
C19orf33,4.8679,4.6770,0.6727,0.8602,0.3581,0.3957,0.4065,0.3538,0.7855,0.8021,6
C19orf43,1.3697,1.2840,2.3230,2.2085,0.7144,0.7612,0.4585,0.4632,0.4922,0.5382,40
C19orf44,1.4091,1.3334,1.1584,1.2307,1.1323,1.0826,0.9955,1.0519,0.6702,0.6002,2
C19orf47,0.5638,0.4703,0.7304,0.6788,1.6287,1.8175,0.9937,0.9519,1.4163,1.3688,12
C19orf52,0.6019,0.6681,0.3351,0.5126,1.4374,1.3824,2.0176,1.9619,0.8389,0.9403,21
C19orf53,0.6016,0.7178,0.5889,0.6521,0.9861,1.2202,0.9588,1.0277,2.3500,2.1205,20
C19orf54,3.3539,2.9101,1.2476,1.2478,0.6111,0.6414,0.5251,0.4527,0.4824,0.4293,3
C19orf57,0.9304,0.9518,0.4667,0.5539,1.1774,1.0481,1.5569,1.6502,1.2408,1.2721,6
C19orf60,2.3637,2.6524,1.1100,1.0401,0.7259,0.7595,0.8823,0.7306,0.8092,0.6007,3
C19orf66,1.3785,1.3166,1.0090,1.0507,0.7840,0.7894,0.8823,0.8303,1.7700,1.6134,23
C19orf68,0.6253,0.7156,0.9288,0.7414,1.4668,1.6781,0.9509,1.0857,1.1562,1.1332,4
C19orf70,0.3854,0.3886,0.3369,0.3296,1.4687,1.4782,2.1422,1.9487,0.8562,0.9097,24
C1D,0.3286,0.5753,0.5346,0.5764,1.2451,1.3448,0.7879,0.9214,2.3849,2.3462,5
C1GALT1,0.2428,0.3783,0.3029,0.2783,1.0004,0.9273,2.1618,1.8010,2.1145,2.1752,27
C1GALT1C1,0.3828,0.4541,0.2479,0.2809,1.0882,0.9882,2.1303,1.7893,1.8977,1.8827,11
C1orf106,0.9778,0.8845,0.9293,0.8833,1.1633,1.2845,1.2061,1.2729,0.9560,1.0058,26
C1orf109,2.1683,2.0909,0.5361,0.4753,0.8841,0.8619,0.8258,0.8565,1.9601,1.6967,8
C1orf112,1.0097,0.9510,1.0383,1.0022,1.1415,1.2155,1.0905,1.2526,1.0785,0.9629,14
C1orf116,2.2996,2.1786,1.3414,1.3022,0.7603,0.7231,0.7125,0.6357,0.6580,0.6684,48
C1orf122,1.6887,1.8726,1.5390,1.6980,0.6823,0.8498,0.5445,0.6077,0.5678,0.6159,7
C1orf123,3.5413,3.3524,1.2409,1.3182,0.4727,0.4640,0.4452,0.4278,0.3928,0.3471,50
C1orf131,0.4923,0.3955,0.5751,0.5531,1.9517,2.1042,0.9237,1.1299,0.9513,1.1849,23
C1orf159,0.5787,0.6376,0.7061,0.6820,1.2318,1.3416,1.4232,1.5551,1.2985,1.2458,2
C1orf172,0.4320,0.3778,0.5334,0.4864,1.3005,1.2816,1.7009,1.9236,1.2257,1.3205,17
C1orf174,0.3090,0.2865,0.8133,1.2283,2.0434,2.1376,0.8109,0.9740,1.1182,0.9225,4
C1orf198,1.5323,1.4033,0.8220,0.8021,1.0498,1.0265,1.2593,1.3287,0.9280,1.0681,27
C1orf210,1.1090,2.0729,0.8015,0.6830,1.3103,1.3504,1.5446,1.3838,1.6917,1.5319,2
C1orf226,0.8002,0.5919,0.6573,0.7069,1.2648,1.3080,1.5874,1.7670,0.8309,0.9125,22
C1orf27,0.5910,0.5642,0.4365,0.4244,1.1309,1.0891,1.9501,1.6230,1.6187,1.5587,60
C1orf35,0.4562,0.4266,0.6873,0.7183,1.1832,1.3164,0.9860,1.0866,2.0625,1.9841,24
C1orf43,0.5498,0.6370,0.3077,0.3983,1.3189,1.2237,1.6294,1.8789,1.4260,1.5907,11
C1orf50,3.0035,2.9778,1.5225,1.6438,0.5370,0.4905,0.3766,0.3812,0.3998,0.3688,17
C1orf52,2.1177,2.0010,1.6882,1.6721,0.6101,0.7658,0.5032,0.5634,0.5012,0.6080,18
C1orf53,1.0770,1.3887,0.6781,0.6670,1.1299,1.0693,1.7046,1.5661,0.8034,0.8236,1
C1orf85,0.8815,0.4158,0.7054,0.8227,0.9444,0.9449,1.9912,1.2721,1.9790,1.3823,2
C1orf86,1.0427,1.2462,1.1800,1.0741,0.8876,1.0636,0.9587,0.9792,1.4717,1.0805,1
C1QBP,0.3104,0.3045,0.8801,1.1995,1.3703,1.3137,2.0148,1.4428,0.4912,0.4948,243
C1QTNF6,0.7431,0.6933,1.0784,1.0422,0.8354,0.7588,1.7249,1.2050,1.0985,0.7220,6
C1R,1.1022,1.0416,0.9668,0.9397,1.0707,1.0018,1.0507,0.9499,1.0734,0.9654,14
C1RL,0.5805,0.5503,1.3376,1.5017,0.8540,0.7644,1.4896,1.1369,1.1376,0.9305,11
C1S,1.1254,1.1338,1.0698,1.2762,0.9043,0.8875,1.1290,0.9819,1.2648,1.2429,7
C2,1.6254,1.4362,1.0512,0.9395,0.8815,0.9884,0.9975,0.7030,1.3141,1.0593,8
C20orf112,0.6591,0.6617,1.2786,1.1700,1.3660,2.0268,0.8599,0.8013,1.1378,0.9917,6
C20orf196,1.9977,2.2063,1.4559,1.2626,0.8542,0.9084,0.8264,0.7099,0.4546,0.3661,1
C20orf24,0.2752,0.2861,0.2079,0.2213,1.1765,1.0227,2.4950,2.0772,1.5594,1.5804,17
C20orf27,2.7854,2.7230,1.0970,1.1238,0.6762,0.7017,0.6614,0.6982,0.6238,0.6798,28
C21orf2,1.3021,1.3958,0.9791,1.0323,1.1306,1.1795,1.0656,0.9701,0.8965,0.9666,5
C21orf33,0.6244,0.6300,1.1147,1.3625,1.2021,1.0947,1.5852,1.1305,0.6097,0.5605,108
C21orf59,1.5336,1.0351,1.9534,1.3125,0.9320,0.7789,0.7760,0.7549,0.7208,0.6725,2
C21orf91,1.6907,1.6687,1.4341,1.3500,0.8622,0.9317,0.8250,0.8197,0.4965,0.5608,14
C22orf39,0.0865,0.1117,0.1175,0.1654,1.5262,1.5106,2.5304,2.3264,0.8272,1.1046,1
C2CD2,0.4908,0.4450,0.4400,0.4250,1.2303,1.0782,1.8017,1.7319,1.6157,1.7073,18
C2CD2L,0.6065,0.5484,0.5959,0.6074,1.0954,1.1535,1.5312,1.5508,1.6626,1.5617,17
C2CD3,0.9778,0.9292,0.8517,0.8161,1.0826,0.9985,1.2301,1.3028,1.3118,1.2697,16
C2CD4C,1.3808,1.3741,1.4732,0.7639,0.3874,0.5685,1.0691,1.0092,1.7914,1.7528,1
C2CD5,1.1307,1.0359,1.2837,1.2188,0.9519,0.9187,1.0630,1.0939,0.8764,0.8778,53
C2orf43,0.4716,0.4915,0.5927,0.6017,1.0683,1.1523,1.5971,1.5382,1.5037,1.4543,38
C2orf44,2.0818,2.0469,1.1379,1.0972,0.7505,0.7638,0.7762,0.7116,0.8991,0.8060,16
C2orf47,0.5560,0.4783,0.3599,0.4368,1.4331,1.4212,2.1275,1.9479,0.7540,0.8756,45
C2orf49,0.5755,0.5274,2.1878,2.1612,0.7876,0.7845,0.5696,0.5258,0.7950,0.7952,20
C2orf54,1.2977,1.2269,1.0967,0.9139,1.0067,1.0405,0.9768,1.2234,0.9460,1.1626,6
C2orf69,1.9624,2.1940,1.1002,1.2705,0.9419,0.8176,1.0733,0.9247,0.5604,0.5166,8
C2orf76,3.7929,3.4603,1.1410,1.1902,0.5640,0.4993,0.4291,0.5034,0.2886,0.3340,2
C3,2.1910,1.8807,0.5774,1.0571,0.7611,1.1580,1.2255,0.8353,1.0998,1.1892,32
C3orf17,0.5950,0.5936,0.5205,0.5248,1.3356,1.3521,0.8902,1.1013,2.1827,2.1080,29
C3orf33,0.4688,0.5417,0.3095,0.3251,1.4317,1.3657,2.3200,2.1590,0.8902,0.9291,6
C3orf38,1.7640,1.4981,1.2624,1.2894,1.0989,1.1263,0.7982,0.8292,0.5214,0.5581,10
C3orf52,0.3581,0.4153,0.4347,0.4317,1.2542,1.1459,1.7713,1.8861,1.4973,1.4529,6
C3orf58,0.5077,0.3782,0.4230,0.3956,1.0626,0.9933,1.9733,1.7845,1.7296,1.7697,17
C4B,4.8613,4.6909,0.3343,0.3092,0.0701,0.0857,0.9309,0.7775,0.6437,1.2131,1
C4BPA,1.2514,1.2115,1.2609,1.1207,0.8086,0.8891,0.9542,0.9431,1.0931,1.3021,3
C4orf21,0.7561,0.9152,1.4879,1.5219,1.0631,1.1022,0.8662,1.0046,0.8238,1.0392,6
C4orf27,2.8816,2.6774,1.5447,1.5076,0.5582,0.5710,0.5051,0.4934,0.3570,0.4141,18
C4orf29,0.4848,0.4482,0.5227,0.7100,1.3008,1.4669,1.8462,1.6002,0.8676,0.9989,10
C4orf3,0.4348,0.5355,0.3941,0.3937,1.2240,1.2936,1.7529,1.8411,1.5024,1.7291,4
C4orf32,0.3496,0.2612,0.2948,0.2985,1.2231,1.2937,2.0558,1.7908,1.7709,1.9154,9
C4orf33,1.9247,1.5582,1.3395,1.4449,0.5779,0.7373,0.6442,0.7023,0.6624,1.0104,4
C4orf46,2.7728,2.6253,1.2179,1.3774,0.7403,0.6523,0.8645,0.6848,0.3746,0.3617,3
C4orf48,0.3092,0.2279,0.6364,0.7848,1.0769,1.0992,2.1746,1.5441,1.4734,1.2252,1
C5,1.6104,1.6982,0.9215,0.9832,0.9643,0.9821,0.9334,0.7789,1.1601,1.3273,31
C5orf15,0.3126,0.3266,0.2655,0.2588,0.9503,0.9759,2.0014,1.8401,1.9419,2.2343,10
C5orf22,2.9709,2.8432,1.8258,1.7432,0.4481,0.4312,0.4055,0.3180,0.2470,0.3125,12
C5orf24,0.5263,0.5566,0.5227,0.5340,1.7831,2.2465,1.1025,1.2518,0.7406,0.8240,18
C5orf30,2.6719,2.4550,1.3253,1.4719,0.7912,1.0595,0.6531,0.7117,0.6991,0.5596,3
C5orf34,2.1978,1.9109,1.1213,0.9962,0.9400,1.1037,0.8704,0.9154,0.7189,0.7423,5
C5orf42,2.1461,2.1387,1.1152,1.1706,0.7991,0.6652,0.9245,0.8112,0.9230,0.8854,8
C5orf45,2.1338,1.8620,1.5446,1.6594,0.7176,0.7703,0.6350,0.6053,0.4948,0.5961,3
C5orf51,2.9306,2.9234,0.9688,0.9006,0.6972,0.7374,0.7309,0.7910,0.6124,0.6744,26
C5orf54,1.2322,1.0950,1.0853,0.9704,0.8890,0.9511,1.2351,1.3512,0.9276,0.9684,4
C6,1.5178,2.1287,0.9487,1.1174,0.8575,0.9439,0.8890,0.8599,1.1566,1.6301,5
C6orf106,2.5850,2.5991,1.2719,1.2278,0.7710,0.7020,0.7333,0.6722,0.4812,0.6185,6
C6orf120,0.5608,0.6355,0.7067,0.7052,1.1365,1.1195,1.6704,1.5439,1.4647,1.3545,6
C6orf132,1.2929,1.2360,1.4580,1.4399,0.8585,0.9063,0.9026,0.8522,0.6940,0.7469,14
C6orf136,0.7466,0.6894,0.8803,0.9292,1.1271,1.2572,1.3885,1.1885,1.2097,1.3350,1
C6orf141,0.9111,1.1351,1.3675,1.3967,1.0125,1.0409,0.9838,0.7755,0.8907,1.1735,2
C6orf203,0.5252,0.3763,1.0395,1.3281,1.2946,1.1569,1.9774,1.4271,0.3742,0.4175,6
C6orf211,3.2868,3.1661,1.3617,1.2881,0.5390,0.5174,0.4485,0.4510,0.4045,0.4175,59
C6orf47,0.4542,0.4464,0.4915,0.3802,1.1770,1.1606,1.4356,1.4756,1.8853,2.1920,5
C6orf57,0.4185,0.4072,1.0021,1.3302,1.2998,1.1771,1.9983,1.4560,0.5737,0.4412,18
C6orf89,0.5162,0.4167,0.4182,0.5226,1.2207,1.1286,1.6312,1.6359,1.7125,1.6362,6
C7,1.5211,1.9361,0.9942,1.0227,0.7860,1.0884,0.8343,0.6220,1.2276,1.6399,2
C7orf25,2.5429,2.6045,1.1751,1.1951,0.7364,0.7721,0.8072,0.7034,0.5186,0.5571,9
C7orf26,0.4083,0.4195,0.8937,0.8037,1.4406,1.3478,0.9037,1.1173,1.6660,1.6653,8
C7orf43,1.2252,1.1695,1.0523,1.1260,0.8277,0.9670,1.0581,1.0919,1.3543,1.2954,4
C7orf49,2.0592,2.1392,1.0168,1.0783,0.7279,0.7723,0.9064,0.9446,1.0698,1.0660,4
C7orf50,0.6521,0.5747,0.6179,0.5894,0.8069,0.8472,0.8327,0.8542,3.2188,2.8729,55
C7orf55,0.2162,0.1624,0.9036,1.1642,1.4310,1.2332,2.0714,1.3899,0.4704,0.5756,5
C7orf57,1.7780,2.0288,1.1384,1.1736,0.7948,0.9095,0.9807,0.9455,0.7811,0.6687,2
C7orf60,2.9285,2.6906,1.1758,1.1953,0.6063,0.6517,0.6478,0.6395,0.6404,0.6348,1
C8A,1.2794,1.5694,0.9595,0.9947,0.9811,0.9769,0.8735,0.8113,1.4020,1.4248,10
C8B,1.3189,1.3532,0.9106,0.9875,1.0192,1.0420,0.9498,1.0524,1.2293,1.3052,4
C8G,0.8519,1.4766,0.5958,0.9901,1.0791,1.0876,1.2296,1.5454,1.1409,1.3373,3
C8orf33,1.5671,1.3650,0.4831,0.4511,0.7539,0.7706,0.7938,0.7910,2.5872,2.2213,20
C8orf37,2.1967,2.5740,1.3452,0.9894,0.6386,0.7723,0.8148,0.6761,0.5173,0.5171,3
C8orf4,0.8305,0.9194,0.7447,0.6355,1.0741,1.1799,1.5223,1.4329,1.2673,1.1822,4
C8orf47,1.3177,1.3374,0.7882,0.8803,0.8904,0.9027,1.2303,1.2412,1.2123,1.1827,21
C8orf59,1.2753,1.2808,1.1661,1.3135,0.8190,0.9367,0.7674,0.7647,1.4146,1.3168,7
C8orf76,2.6074,2.3561,0.9716,0.9937,0.8549,0.8038,0.7850,0.7788,0.5070,0.6417,4
C8orf82,0.4757,0.5983,0.9879,1.2011,1.3149,1.2508,1.5643,1.2475,0.6226,0.6078,15
C9,1.3611,1.6692,0.8440,0.9900,0.9111,1.0145,0.9298,0.8814,1.1988,1.2911,20
C9orf114,0.3875,0.5052,0.5326,0.5820,1.7032,1.8477,0.9320,1.0675,1.3766,1.4925,28
C9orf117,1.4150,1.3877,1.5403,1.4408,0.7049,0.7446,0.6844,0.7552,1.2953,1.0170,1
C9orf142,2.5896,2.4124,1.0940,1.0872,0.7075,0.7126,0.7333,0.6759,0.7760,0.6423,21
C9orf156,1.9398,1.1540,1.1502,1.3540,0.8750,0.6923,0.9820,0.9761,0.9779,0.8946,2
C9orf16,3.5504,3.2754,1.3065,1.2947,0.7206,0.5174,0.4185,0.3877,0.5546,0.4057,3
C9orf40,1.3505,1.1647,1.3857,1.1960,0.8849,0.7016,0.9119,0.8108,1.3700,1.1706,3
C9orf41,2.0589,1.7385,1.9584,1.8391,0.6497,0.6378,0.4319,0.4122,0.3871,0.3709,16
C9orf64,3.3118,3.1926,1.3658,1.3122,0.5307,0.4991,0.4843,0.4584,0.4144,0.4448,54
C9orf72,1.6453,1.6492,1.1266,0.9515,0.8073,0.7875,1.0851,0.9625,0.9644,0.8980,12
C9orf78,1.9853,1.8662,1.4766,1.5180,0.8179,0.8306,0.5634,0.5640,0.6646,0.7076,47
C9orf85,0.5895,0.5509,1.9789,1.8891,0.8254,0.7956,0.7138,0.6404,0.9022,0.8133,8
C9orf89,0.6886,0.8151,0.5662,0.4591,1.3113,1.4012,2.0643,2.0574,0.7963,0.9426,11
C9orf91,0.5194,0.3675,0.3201,0.3572,1.0539,1.0674,1.9229,1.5961,1.8019,1.8627,2
CA1,1.9046,1.2641,0.8718,0.5982,0.6555,0.9926,1.3531,0.4827,1.5906,1.5664,3
CA12,0.4362,0.4695,0.3242,0.2651,1.3365,1.1311,1.8486,2.1184,1.4349,1.4855,2
CA13,3.4808,2.9376,1.3337,1.3704,0.5533,0.5252,0.5872,0.4301,0.3505,0.2323,2
CA2,1.4273,1.7648,0.6129,0.6387,0.7067,0.8358,2.5044,0.6076,1.1401,1.2230,2
CA5B,0.4523,0.3227,1.3438,1.3457,1.3291,1.1690,1.5817,1.3784,0.4701,0.4397,2
CAAP1,0.4569,0.5160,0.8548,1.0185,1.3404,1.3181,0.7583,0.7515,2.0198,1.9714,17
CAB39,2.9928,2.7274,1.2024,1.1021,0.6392,0.6487,0.7043,0.7161,0.5589,0.5893,151
CAB39L,3.8608,3.3802,1.2391,1.1755,0.4089,0.5208,0.4467,0.4731,0.4075,0.3865,10
CABIN1,0.5406,0.4953,0.6673,0.6464,1.6945,1.7563,1.1753,1.2397,1.0144,1.1173,42
CABLES1,0.6710,0.6794,1.1776,1.1545,1.0854,1.0474,1.2225,1.2583,0.9950,1.0165,5
CABLES2,1.0200,1.1266,1.1761,1.2984,0.9000,0.9325,1.0624,1.2279,0.9998,0.9640,2
CACFD1,0.8397,0.2539,0.5610,0.5744,1.0214,1.0289,1.5282,1.4565,1.9821,2.2279,3
CACHD1,0.8389,0.8658,0.9717,1.0102,1.0672,1.0366,1.4499,1.2449,1.1830,1.0389,1
CACNA2D1,1.5594,1.3118,0.6189,0.5623,0.9357,1.0327,0.9377,0.8208,2.1118,2.0900,2
CACNB3,1.6128,1.4977,1.3003,1.2558,0.8234,0.8775,0.9534,0.9290,0.7954,0.8219,12
CACTIN,0.4277,0.4248,1.0299,1.0466,1.4336,1.4401,0.8685,0.8689,1.4503,1.4709,34
CACUL1,1.4664,1.3457,1.2283,1.1389,1.0786,1.0293,0.9909,1.0394,0.6616,0.7547,15
CACYBP,2.7591,2.6095,1.1389,1.1509,0.6799,0.6977,0.6950,0.6738,0.5765,0.5828,221
CAD,2.6015,2.4006,1.1041,1.0217,0.6403,0.6305,0.6515,0.6329,1.0964,1.0155,515
CADM1,0.4172,0.4101,0.4480,0.4842,1.3878,1.3894,1.6838,1.8198,1.1056,1.2524,21
CADM4,0.4516,0.5447,0.4518,0.4043,1.1957,1.2359,1.7849,1.8710,1.3071,1.3755,7
CADPS2,2.9634,2.6393,1.0714,0.9502,0.6691,0.8460,0.7907,0.8694,0.7465,0.7850,3
CALB2,4.0112,3.3682,1.3701,1.5581,0.3949,0.4637,0.2823,0.3003,0.2805,0.2858,1
CALCOCO1,1.9021,1.8967,0.9770,0.9927,0.8224,0.8447,1.1543,1.1303,0.7834,0.7781,18
CALCOCO2,1.1907,1.1130,0.8877,0.9152,0.8424,0.8788,1.4655,1.4091,1.0679,0.9976,58
CALD1,2.5932,2.5385,1.6211,1.5864,0.5464,0.5607,0.5289,0.4790,0.3822,0.4014,114
CALHM2,0.2867,0.7126,0.5723,0.5094,1.3676,1.2147,1.6047,1.6292,1.4345,1.4753,3
CALM3,1.1806,1.1106,1.1619,1.0813,0.9635,1.0297,0.8622,0.8770,1.2526,1.6081,1
CALML3,1.6553,1.6376,1.2599,1.1914,0.7481,0.8019,0.8579,0.8960,1.0514,0.9676,5
CALML5,1.3152,0.4117,0.6582,0.6299,1.0445,3.2926,0.9525,0.7093,0.6953,0.5650,3
CALR,0.4581,0.4876,1.4470,1.6883,0.7571,0.7262,1.4906,1.0200,1.0535,0.8663,796
CALU,0.5709,0.5779,1.3621,1.5755,0.7936,0.7394,1.4966,1.0520,1.0883,0.9405,481
CAMK1,3.1542,2.5527,1.1869,1.1190,0.6799,0.6588,0.6863,0.6799,0.4004,0.3441,12
CAMK1D,3.1282,2.6749,1.1113,1.1858,0.6680,0.6851,0.7006,0.6804,0.4406,0.4783,2
CAMK2B,0.5905,0.3267,0.9306,0.3185,1.1132,0.9306,2.6009,2.0744,0.8380,0.4407,1
CAMK2D,2.0537,1.8681,1.3039,1.3139,0.6773,0.7420,0.6508,0.6625,0.8861,0.8319,42
CAMK2G,2.2285,1.9393,1.3578,1.1995,0.6655,0.6850,0.6832,0.6799,0.8356,0.8587,21
CAMKK1,2.2268,2.2490,0.8696,0.9923,0.9419,0.9119,0.8599,0.7081,0.6381,0.6427,4
CAMKK2,2.3147,2.0809,0.9299,0.8784,0.8612,0.9010,0.9193,0.8234,0.7898,0.7355,15
CAMKMT,2.4377,2.0977,1.1487,1.0912,0.9133,0.7598,0.9002,0.8969,0.5903,0.7489,3
CAMLG,0.5323,0.5587,0.5621,0.5703,1.2372,1.2717,1.5715,1.5674,1.4264,1.6286,15
CAMSAP1,1.9345,1.8975,1.1569,1.0923,0.9189,1.0041,0.8283,0.8354,0.7480,0.6905,77
CAMSAP2,1.7471,1.7244,0.9686,0.9380,1.0167,1.1332,0.9257,0.9543,0.8646,0.8137,71
CAMSAP3,1.4771,1.3380,0.9591,0.9480,1.1124,1.2732,1.0207,1.0961,0.7998,0.8201,70
CAND1,2.2530,2.0947,1.2219,1.1390,0.7903,0.7788,0.8040,0.8479,0.7187,0.7290,423
CAND2,2.9201,2.8412,0.8540,1.1330,0.6274,0.8370,0.6701,0.6858,0.7161,0.6127,3
CANT1,0.2636,0.2702,0.2478,0.2804,1.0245,0.9287,2.3780,1.9343,1.7950,1.8770,29
CANX,0.3867,0.3923,0.3242,0.3144,1.1777,1.1724,1.9650,1.7260,1.7731,1.8076,794
CAP1,3.2176,2.9692,1.2495,1.1916,0.5717,0.5692,0.5658,0.5371,0.5159,0.5184,387
CAP2,3.0148,2.5378,1.1351,1.1616,0.6367,0.6580,0.6705,0.6826,0.5733,0.5591,26
CAPG,2.9654,2.7815,1.1576,1.1113,0.6471,0.6278,0.6287,0.6011,0.5696,0.5729,75
CAPN1,2.5771,2.4214,1.3175,1.2447,0.7178,0.6877,0.6520,0.6250,0.5853,0.5682,135
CAPN15,1.7038,1.6114,1.2639,1.1480,0.9450,0.9984,0.8911,0.8613,0.7427,0.8629,15
CAPN2,2.6026,2.4744,1.1688,1.1436,0.7227,0.7342,0.7391,0.7289,0.5686,0.5731,308
CAPN5,0.5248,0.3928,0.4707,0.4891,1.2596,1.2205,1.6378,1.7179,1.3468,1.5437,24
CAPN7,3.0056,2.7276,1.1570,1.0883,0.6371,0.6834,0.7054,0.6831,0.5546,0.5570,31
CAPN8,2.4705,2.1570,1.3081,0.9411,0.7616,0.6960,0.8621,0.8676,0.6894,0.7168,2
CAPNS1,2.0981,2.0850,1.3427,1.2754,0.7737,0.7978,0.8479,0.7846,0.5216,0.5548,126
CAPRIN1,0.8888,0.9438,1.6815,1.6751,0.7226,0.7428,0.7209,0.6567,1.3748,1.1222,271
CAPRIN2,0.9899,1.0603,1.1927,1.1482,0.9900,0.9528,1.0620,0.8390,1.7232,1.2786,5
CAPS,3.2329,2.9605,1.2302,1.3732,0.4334,0.5237,0.4607,0.4488,0.4745,0.5353,18
CAPZA1,2.0637,1.8522,1.4011,1.3928,0.7486,0.7338,0.7427,0.7110,0.7247,0.6782,148
CAPZA2,2.0128,1.9001,1.4019,1.4409,0.7372,0.7235,0.7732,0.7187,0.7029,0.6217,45
